image_name,caption
00000016_0001_00000008.jpg,"vehicle hatchback, under open sky"
00000016_0002_00000004.jpg,"vehicle hatchback, under open sky"
00000016_0001_00000006.jpg,"vehicle hatchback, under open sky"
00000016_0002_00000002.jpg,"vehicle hatchback, under open sky"
00000017_0002_00000005.jpg,"vehicle hatchback, with luggage rack"
00000017_0001_00000007.jpg,"vehicle hatchback, with luggage rack"
00000017_0002_00000002.jpg,"vehicle hatchback, with luggage rack"
00000017_0001_00000000.jpg,"vehicle hatchback, with luggage rack"
00000017_0002_00000009.jpg,"vehicle hatchback, with luggage rack"
00000017_0001_00000004.jpg,"vehicle hatchback, with luggage rack"
00000017_0001_00000006.jpg,"vehicle hatchback, with luggage rack"
00000017_0002_00000007.jpg,"vehicle hatchback, with luggage rack"
00000017_0002_00000004.jpg,"vehicle hatchback, with luggage rack"
00000017_0001_00000005.jpg,"vehicle hatchback, with luggage rack"
00000017_0002_00000008.jpg,"vehicle hatchback, with luggage rack"
00000017_0002_00000000.jpg,"vehicle hatchback, with luggage rack"
00000017_0002_00000001.jpg,"vehicle hatchback, with luggage rack"
00000017_0001_00000003.jpg,"vehicle hatchback, with luggage rack"
00000017_0001_00000002.jpg,"vehicle hatchback, with luggage rack"
00000017_0002_00000006.jpg,"vehicle hatchback, with luggage rack"
00000017_0002_00000003.jpg,"vehicle hatchback, with luggage rack"
00000017_0001_00000001.jpg,"vehicle hatchback, with luggage rack"
00000018_0002_00000002.jpg,"vehicle vehicle, under open sky"
00000018_0002_00000001.jpg,"vehicle vehicle, under open sky"
00000018_0001_00000001.jpg,"vehicle vehicle, under open sky"
00000018_0002_00000007.jpg,"vehicle vehicle, under open sky"
00000018_0001_00000000.jpg,"vehicle vehicle, under open sky"
00000018_0002_00000000.jpg,"vehicle vehicle, under open sky"
00000018_0002_00000008.jpg,"vehicle vehicle, under open sky"
00000018_0001_00000002.jpg,"vehicle vehicle, under open sky"
00000018_0001_00000007.jpg,"vehicle vehicle, under open sky"
00000018_0002_00000004.jpg,"vehicle vehicle, under open sky"
00000018_0001_00000003.jpg,"vehicle vehicle, under open sky"
00000018_0002_00000005.jpg,"vehicle vehicle, under open sky"
00000018_0001_00000005.jpg,"vehicle vehicle, under open sky"
00000018_0002_00000003.jpg,"vehicle vehicle, under open sky"
00000018_0001_00000004.jpg,"vehicle vehicle, under open sky"
00000018_0001_00000006.jpg,"vehicle vehicle, under open sky"
00000018_0002_00000006.jpg,"vehicle vehicle, under open sky"
00000022_0002_00000003.jpg,"gray hatchback, with luggage rack"
00000022_0002_00000000.jpg,"gray hatchback, with luggage rack"
00000022_0001_00000000.jpg,"gray hatchback, with luggage rack"
00000022_0001_00000002.jpg,"gray hatchback, with luggage rack"
00000022_0001_00000004.jpg,"gray hatchback, with luggage rack"
00000022_0001_00000001.jpg,"gray hatchback, with luggage rack"
00000022_0002_00000002.jpg,"gray hatchback, with luggage rack"
00000022_0002_00000001.jpg,"gray hatchback, with luggage rack"
00000022_0001_00000003.jpg,"gray hatchback, with luggage rack"
00000023_0001_00000000.jpg,"vehicle vehicle, under open sky"
00000023_0001_00000005.jpg,"vehicle vehicle, under open sky"
00000023_0001_00000004.jpg,"vehicle vehicle, under open sky"
00000023_0002_00000004.jpg,"vehicle vehicle, under open sky"
00000023_0001_00000003.jpg,"vehicle vehicle, under open sky"
00000023_0001_00000001.jpg,"vehicle vehicle, under open sky"
00000023_0002_00000003.jpg,"vehicle vehicle, under open sky"
00000023_0002_00000000.jpg,"vehicle vehicle, under open sky"
00000023_0001_00000006.jpg,"vehicle vehicle, under open sky"
00000023_0001_00000002.jpg,"vehicle vehicle, under open sky"
00000023_0002_00000001.jpg,"vehicle vehicle, under open sky"
00000023_0002_00000002.jpg,"vehicle vehicle, under open sky"
00000023_0002_00000005.jpg,"vehicle vehicle, under open sky"
00000028_0002_00000001.jpg,"yellow hatchback, with bumper, with luggage rack"
00000028_0001_00000002.jpg,"yellow hatchback, with bumper, with luggage rack"
00000028_0001_00000000.jpg,"yellow hatchback, with bumper, with luggage rack"
00000028_0001_00000004.jpg,"yellow hatchback, with bumper, with luggage rack"
00000028_0002_00000002.jpg,"yellow hatchback, with bumper, with luggage rack"
00000028_0002_00000003.jpg,"yellow hatchback, with bumper, with luggage rack"
00000028_0002_00000000.jpg,"yellow hatchback, with bumper, with luggage rack"
00000028_0001_00000003.jpg,"yellow hatchback, with bumper, with luggage rack"
00000028_0001_00000001.jpg,"yellow hatchback, with bumper, with luggage rack"
00000029_0001_00000005.jpg,"vehicle vehicle, with bumper"
00000029_0001_00000002.jpg,"vehicle vehicle, with bumper"
00000029_0002_00000004.jpg,"vehicle vehicle, with bumper"
00000029_0002_00000002.jpg,"vehicle vehicle, with bumper"
00000029_0002_00000001.jpg,"vehicle vehicle, with bumper"
00000029_0002_00000003.jpg,"vehicle vehicle, with bumper"
00000029_0001_00000001.jpg,"vehicle vehicle, with bumper"
00000029_0001_00000003.jpg,"vehicle vehicle, with bumper"
00000029_0001_00000004.jpg,"vehicle vehicle, with bumper"
00000029_0002_00000000.jpg,"vehicle vehicle, with bumper"
00000029_0001_00000000.jpg,"vehicle vehicle, with bumper"
00000029_0002_00000005.jpg,"vehicle vehicle, with bumper"
00000030_0001_00000001.jpg,black lorry
00000030_0001_00000000.jpg,black lorry
00000030_0002_00000003.jpg,black lorry
00000030_0001_00000006.jpg,black lorry
00000030_0002_00000001.jpg,black lorry
00000030_0001_00000003.jpg,black lorry
00000030_0001_00000005.jpg,black lorry
00000030_0001_00000002.jpg,black lorry
00000030_0001_00000004.jpg,black lorry
00000030_0002_00000002.jpg,black lorry
00000030_0002_00000000.jpg,black lorry
00000030_0002_00000004.jpg,black lorry
00000032_0002_00000000.jpg,"gray hatchback, with luggage rack"
00000032_0001_00000005.jpg,"gray hatchback, with luggage rack"
00000032_0002_00000005.jpg,"gray hatchback, with luggage rack"
00000032_0001_00000004.jpg,"gray hatchback, with luggage rack"
00000032_0002_00000001.jpg,"gray hatchback, with luggage rack"
00000032_0002_00000004.jpg,"gray hatchback, with luggage rack"
00000032_0001_00000006.jpg,"gray hatchback, with luggage rack"
00000032_0001_00000003.jpg,"gray hatchback, with luggage rack"
00000032_0001_00000000.jpg,"gray hatchback, with luggage rack"
00000032_0002_00000002.jpg,"gray hatchback, with luggage rack"
00000032_0001_00000002.jpg,"gray hatchback, with luggage rack"
00000032_0002_00000003.jpg,"gray hatchback, with luggage rack"
00000032_0001_00000001.jpg,"gray hatchback, with luggage rack"
00000039_0001_00000001.jpg,"white vehicle, under open sky"
00000039_0001_00000000.jpg,"white vehicle, under open sky"
00000039_0002_00000004.jpg,"white vehicle, under open sky"
00000039_0001_00000003.jpg,"white vehicle, under open sky"
00000039_0002_00000001.jpg,"white vehicle, under open sky"
00000039_0002_00000000.jpg,"white vehicle, under open sky"
00000039_0002_00000002.jpg,"white vehicle, under open sky"
00000039_0001_00000005.jpg,"white vehicle, under open sky"
00000039_0001_00000002.jpg,"white vehicle, under open sky"
00000039_0002_00000003.jpg,"white vehicle, under open sky"
00000039_0001_00000004.jpg,"white vehicle, under open sky"
00000040_0002_00000002.jpg,"vehicle vehicle, with bumper, under open sky"
00000040_0001_00000005.jpg,"vehicle vehicle, with bumper, under open sky"
00000040_0001_00000001.jpg,"vehicle vehicle, with bumper, under open sky"
00000040_0001_00000002.jpg,"vehicle vehicle, with bumper, under open sky"
00000040_0001_00000003.jpg,"vehicle vehicle, with bumper, under open sky"
00000040_0002_00000003.jpg,"vehicle vehicle, with bumper, under open sky"
00000040_0001_00000000.jpg,"vehicle vehicle, with bumper, under open sky"
00000040_0001_00000004.jpg,"vehicle vehicle, with bumper, under open sky"
00000040_0002_00000004.jpg,"vehicle vehicle, with bumper, under open sky"
00000040_0002_00000000.jpg,"vehicle vehicle, with bumper, under open sky"
00000040_0002_00000001.jpg,"vehicle vehicle, with bumper, under open sky"
00000044_0001_00000000.jpg,"vehicle hatchback, under open sky, with luggage rack"
00000044_0002_00000003.jpg,"vehicle hatchback, under open sky, with luggage rack"
00000044_0001_00000001.jpg,"vehicle hatchback, under open sky, with luggage rack"
00000044_0002_00000002.jpg,"vehicle hatchback, under open sky, with luggage rack"
00000044_0001_00000004.jpg,"vehicle hatchback, under open sky, with luggage rack"
00000044_0001_00000003.jpg,"vehicle hatchback, under open sky, with luggage rack"
00000044_0001_00000002.jpg,"vehicle hatchback, under open sky, with luggage rack"
00000044_0002_00000001.jpg,"vehicle hatchback, under open sky, with luggage rack"
00000044_0002_00000000.jpg,"vehicle hatchback, under open sky, with luggage rack"
00000046_0002_00000000.jpg,"vehicle vehicle, with bumper"
00000046_0002_00000001.jpg,"vehicle vehicle, with bumper"
00000046_0001_00000005.jpg,"vehicle vehicle, with bumper"
00000046_0001_00000002.jpg,"vehicle vehicle, with bumper"
00000046_0002_00000004.jpg,"vehicle vehicle, with bumper"
00000046_0002_00000002.jpg,"vehicle vehicle, with bumper"
00000046_0001_00000004.jpg,"vehicle vehicle, with bumper"
00000046_0001_00000003.jpg,"vehicle vehicle, with bumper"
00000046_0002_00000005.jpg,"vehicle vehicle, with bumper"
00000046_0001_00000000.jpg,"vehicle vehicle, with bumper"
00000046_0001_00000001.jpg,"vehicle vehicle, with bumper"
00000046_0002_00000003.jpg,"vehicle vehicle, with bumper"
00000052_0001_00000000.jpg,"vehicle vehicle, under open sky"
00000052_0001_00000005.jpg,"vehicle vehicle, under open sky"
00000052_0002_00000003.jpg,"vehicle vehicle, under open sky"
00000052_0002_00000002.jpg,"vehicle vehicle, under open sky"
00000052_0001_00000006.jpg,"vehicle vehicle, under open sky"
00000052_0001_00000003.jpg,"vehicle vehicle, under open sky"
00000052_0001_00000001.jpg,"vehicle vehicle, under open sky"
00000052_0002_00000001.jpg,"vehicle vehicle, under open sky"
00000052_0002_00000004.jpg,"vehicle vehicle, under open sky"
00000052_0001_00000002.jpg,"vehicle vehicle, under open sky"
00000052_0001_00000004.jpg,"vehicle vehicle, under open sky"
00000052_0002_00000000.jpg,"vehicle vehicle, under open sky"
00000052_0002_00000005.jpg,"vehicle vehicle, under open sky"
00000053_0001_00000003.jpg,"yellow bus, with luggage rack"
00000053_0001_00000005.jpg,"yellow bus, with luggage rack"
00000053_0001_00000000.jpg,"yellow bus, with luggage rack"
00000053_0001_00000006.jpg,"yellow bus, with luggage rack"
00000053_0002_00000004.jpg,"yellow bus, with luggage rack"
00000053_0002_00000003.jpg,"yellow bus, with luggage rack"
00000053_0002_00000002.jpg,"yellow bus, with luggage rack"
00000053_0002_00000000.jpg,"yellow bus, with luggage rack"
00000053_0001_00000004.jpg,"yellow bus, with luggage rack"
00000053_0001_00000001.jpg,"yellow bus, with luggage rack"
00000053_0001_00000002.jpg,"yellow bus, with luggage rack"
00000053_0002_00000005.jpg,"yellow bus, with luggage rack"
00000053_0002_00000001.jpg,"yellow bus, with luggage rack"
00000054_0001_00000002.jpg,"vehicle vehicle, with bumper"
00000054_0002_00000001.jpg,"vehicle vehicle, with bumper"
00000054_0001_00000003.jpg,"vehicle vehicle, with bumper"
00000054_0002_00000000.jpg,"vehicle vehicle, with bumper"
00000054_0001_00000001.jpg,"vehicle vehicle, with bumper"
00000054_0002_00000003.jpg,"vehicle vehicle, with bumper"
00000054_0001_00000000.jpg,"vehicle vehicle, with bumper"
00000054_0002_00000002.jpg,"vehicle vehicle, with bumper"
00000055_0001_00000005.jpg,"vehicle vehicle, with bumper"
00000055_0001_00000006.jpg,"vehicle vehicle, with bumper"
00000055_0002_00000003.jpg,"vehicle vehicle, with bumper"
00000055_0001_00000004.jpg,"vehicle vehicle, with bumper"
00000055_0001_00000003.jpg,"vehicle vehicle, with bumper"
00000055_0002_00000000.jpg,"vehicle vehicle, with bumper"
00000055_0002_00000002.jpg,"vehicle vehicle, with bumper"
00000055_0002_00000001.jpg,"vehicle vehicle, with bumper"
00000055_0001_00000001.jpg,"vehicle vehicle, with bumper"
00000055_0002_00000004.jpg,"vehicle vehicle, with bumper"
00000055_0001_00000000.jpg,"vehicle vehicle, with bumper"
00000055_0001_00000002.jpg,"vehicle vehicle, with bumper"
00000056_0001_00000006.jpg,"green hatchback, under open sky"
00000056_0001_00000000.jpg,"green hatchback, under open sky"
00000056_0001_00000001.jpg,"green hatchback, under open sky"
00000056_0002_00000002.jpg,"green hatchback, under open sky"
00000056_0002_00000000.jpg,"green hatchback, under open sky"
00000056_0001_00000005.jpg,"green hatchback, under open sky"
00000056_0002_00000001.jpg,"green hatchback, under open sky"
00000056_0001_00000004.jpg,"green hatchback, under open sky"
00000056_0001_00000003.jpg,"green hatchback, under open sky"
00000056_0002_00000004.jpg,"green hatchback, under open sky"
00000056_0002_00000003.jpg,"green hatchback, under open sky"
00000056_0001_00000002.jpg,"green hatchback, under open sky"
00000058_0001_00000004.jpg,"vehicle vehicle, with bumper, under open sky"
00000058_0002_00000003.jpg,"vehicle vehicle, with bumper, under open sky"
00000058_0002_00000000.jpg,"vehicle vehicle, with bumper, under open sky"
00000058_0002_00000002.jpg,"vehicle vehicle, with bumper, under open sky"
00000058_0001_00000003.jpg,"vehicle vehicle, with bumper, under open sky"
00000058_0001_00000005.jpg,"vehicle vehicle, with bumper, under open sky"
00000058_0001_00000001.jpg,"vehicle vehicle, with bumper, under open sky"
00000058_0001_00000000.jpg,"vehicle vehicle, with bumper, under open sky"
00000058_0002_00000004.jpg,"vehicle vehicle, with bumper, under open sky"
00000058_0002_00000001.jpg,"vehicle vehicle, with bumper, under open sky"
00000058_0001_00000002.jpg,"vehicle vehicle, with bumper, under open sky"
00000058_0001_00000006.jpg,"vehicle vehicle, with bumper, under open sky"
00000060_0002_00000004.jpg,"white vehicle, with bumper"
00000060_0002_00000003.jpg,"white vehicle, with bumper"
00000060_0002_00000002.jpg,"white vehicle, with bumper"
00000060_0001_00000003.jpg,"white vehicle, with bumper"
00000060_0001_00000005.jpg,"white vehicle, with bumper"
00000060_0001_00000001.jpg,"white vehicle, with bumper"
00000060_0001_00000000.jpg,"white vehicle, with bumper"
00000060_0001_00000004.jpg,"white vehicle, with bumper"
00000060_0002_00000000.jpg,"white vehicle, with bumper"
00000060_0001_00000002.jpg,"white vehicle, with bumper"
00000060_0002_00000001.jpg,"white vehicle, with bumper"
00000066_0002_00000004.jpg,"white vehicle, under open sky"
00000066_0001_00000004.jpg,"white vehicle, under open sky"
00000066_0002_00000000.jpg,"white vehicle, under open sky"
00000066_0001_00000005.jpg,"white vehicle, under open sky"
00000066_0002_00000003.jpg,"white vehicle, under open sky"
00000066_0001_00000000.jpg,"white vehicle, under open sky"
00000066_0001_00000001.jpg,"white vehicle, under open sky"
00000066_0001_00000003.jpg,"white vehicle, under open sky"
00000066_0001_00000002.jpg,"white vehicle, under open sky"
00000066_0002_00000002.jpg,"white vehicle, under open sky"
00000066_0002_00000001.jpg,"white vehicle, under open sky"
00000067_0002_00000005.jpg,"vehicle vehicle, with bumper, under open sky"
00000067_0001_00000002.jpg,"vehicle vehicle, with bumper, under open sky"
00000067_0002_00000001.jpg,"vehicle vehicle, with bumper, under open sky"
00000067_0002_00000003.jpg,"vehicle vehicle, with bumper, under open sky"
00000067_0001_00000006.jpg,"vehicle vehicle, with bumper, under open sky"
00000067_0001_00000000.jpg,"vehicle vehicle, with bumper, under open sky"
00000067_0001_00000005.jpg,"vehicle vehicle, with bumper, under open sky"
00000067_0001_00000003.jpg,"vehicle vehicle, with bumper, under open sky"
00000067_0001_00000004.jpg,"vehicle vehicle, with bumper, under open sky"
00000067_0001_00000001.jpg,"vehicle vehicle, with bumper, under open sky"
00000067_0002_00000000.jpg,"vehicle vehicle, with bumper, under open sky"
00000067_0002_00000006.jpg,"vehicle vehicle, with bumper, under open sky"
00000067_0002_00000004.jpg,"vehicle vehicle, with bumper, under open sky"
00000067_0002_00000002.jpg,"vehicle vehicle, with bumper, under open sky"
00000068_0001_00000006.jpg,"vehicle bus, with bumper, with luggage rack"
00000068_0001_00000005.jpg,"vehicle bus, with bumper, with luggage rack"
00000068_0002_00000004.jpg,"vehicle bus, with bumper, with luggage rack"
00000068_0001_00000003.jpg,"vehicle bus, with bumper, with luggage rack"
00000068_0001_00000004.jpg,"vehicle bus, with bumper, with luggage rack"
00000068_0002_00000002.jpg,"vehicle bus, with bumper, with luggage rack"
00000068_0001_00000000.jpg,"vehicle bus, with bumper, with luggage rack"
00000068_0002_00000001.jpg,"vehicle bus, with bumper, with luggage rack"
00000068_0001_00000001.jpg,"vehicle bus, with bumper, with luggage rack"
00000068_0002_00000000.jpg,"vehicle bus, with bumper, with luggage rack"
00000068_0001_00000002.jpg,"vehicle bus, with bumper, with luggage rack"
00000068_0002_00000003.jpg,"vehicle bus, with bumper, with luggage rack"
00000074_0001_00000003.jpg,"vehicle vehicle, under open sky"
00000074_0001_00000007.jpg,"vehicle vehicle, under open sky"
00000074_0002_00000003.jpg,"vehicle vehicle, under open sky"
00000074_0002_00000001.jpg,"vehicle vehicle, under open sky"
00000074_0001_00000000.jpg,"vehicle vehicle, under open sky"
00000074_0001_00000002.jpg,"vehicle vehicle, under open sky"
00000074_0001_00000005.jpg,"vehicle vehicle, under open sky"
00000074_0001_00000008.jpg,"vehicle vehicle, under open sky"
00000074_0001_00000001.jpg,"vehicle vehicle, under open sky"
00000074_0001_00000004.jpg,"vehicle vehicle, under open sky"
00000074_0002_00000004.jpg,"vehicle vehicle, under open sky"
00000074_0001_00000006.jpg,"vehicle vehicle, under open sky"
00000074_0002_00000005.jpg,"vehicle vehicle, under open sky"
00000074_0002_00000000.jpg,"vehicle vehicle, under open sky"
00000074_0002_00000002.jpg,"vehicle vehicle, under open sky"
00000076_0001_00000004.jpg,green sedan
00000076_0001_00000000.jpg,green sedan
00000076_0002_00000004.jpg,green sedan
00000076_0002_00000003.jpg,green sedan
00000076_0001_00000005.jpg,green sedan
00000076_0002_00000001.jpg,green sedan
00000076_0001_00000002.jpg,green sedan
00000076_0002_00000000.jpg,green sedan
00000076_0002_00000002.jpg,green sedan
00000076_0001_00000001.jpg,green sedan
00000076_0001_00000003.jpg,green sedan
00000076_0001_00000006.jpg,green sedan
00000079_0001_00000005.jpg,red vehicle
00000079_0001_00000004.jpg,red vehicle
00000079_0002_00000001.jpg,red vehicle
00000079_0001_00000000.jpg,red vehicle
00000079_0001_00000003.jpg,red vehicle
00000079_0001_00000002.jpg,red vehicle
00000079_0002_00000000.jpg,red vehicle
00000079_0002_00000003.jpg,red vehicle
00000079_0001_00000001.jpg,red vehicle
00000079_0002_00000004.jpg,red vehicle
00000079_0002_00000002.jpg,red vehicle
00000082_0002_00000000.jpg,"vehicle bus, with bumper, under open sky"
00000082_0002_00000002.jpg,"vehicle bus, with bumper, under open sky"
00000082_0001_00000000.jpg,"vehicle bus, with bumper, under open sky"
00000082_0001_00000002.jpg,"vehicle bus, with bumper, under open sky"
00000082_0002_00000001.jpg,"vehicle bus, with bumper, under open sky"
00000082_0001_00000004.jpg,"vehicle bus, with bumper, under open sky"
00000082_0001_00000001.jpg,"vehicle bus, with bumper, under open sky"
00000082_0002_00000004.jpg,"vehicle bus, with bumper, under open sky"
00000082_0001_00000003.jpg,"vehicle bus, with bumper, under open sky"
00000082_0002_00000003.jpg,"vehicle bus, with bumper, under open sky"
00000084_0002_00000001.jpg,"vehicle hatchback, with bumper, visible wheels, under open sky, with luggage rack"
00000084_0002_00000003.jpg,"vehicle hatchback, with bumper, visible wheels, under open sky, with luggage rack"
00000084_0002_00000000.jpg,"vehicle hatchback, with bumper, visible wheels, under open sky, with luggage rack"
00000084_0001_00000003.jpg,"vehicle hatchback, with bumper, visible wheels, under open sky, with luggage rack"
00000084_0002_00000002.jpg,"vehicle hatchback, with bumper, visible wheels, under open sky, with luggage rack"
00000084_0001_00000001.jpg,"vehicle hatchback, with bumper, visible wheels, under open sky, with luggage rack"
00000084_0001_00000002.jpg,"vehicle hatchback, with bumper, visible wheels, under open sky, with luggage rack"
00000084_0001_00000000.jpg,"vehicle hatchback, with bumper, visible wheels, under open sky, with luggage rack"
00000086_0001_00000004.jpg,"vehicle sedan, with bumper, under open sky"
00000086_0002_00000000.jpg,"vehicle sedan, with bumper, under open sky"
00000086_0002_00000004.jpg,"vehicle sedan, with bumper, under open sky"
00000086_0001_00000007.jpg,"vehicle sedan, with bumper, under open sky"
00000086_0001_00000001.jpg,"vehicle sedan, with bumper, under open sky"
00000086_0001_00000000.jpg,"vehicle sedan, with bumper, under open sky"
00000086_0001_00000006.jpg,"vehicle sedan, with bumper, under open sky"
00000086_0001_00000002.jpg,"vehicle sedan, with bumper, under open sky"
00000086_0001_00000008.jpg,"vehicle sedan, with bumper, under open sky"
00000086_0002_00000002.jpg,"vehicle sedan, with bumper, under open sky"
00000086_0001_00000003.jpg,"vehicle sedan, with bumper, under open sky"
00000086_0002_00000001.jpg,"vehicle sedan, with bumper, under open sky"
00000086_0001_00000005.jpg,"vehicle sedan, with bumper, under open sky"
00000086_0002_00000003.jpg,"vehicle sedan, with bumper, under open sky"
00000087_0002_00000001.jpg,"white lorry, with bumper"
00000087_0001_00000005.jpg,"white lorry, with bumper"
00000087_0001_00000004.jpg,"white lorry, with bumper"
00000087_0001_00000001.jpg,"white lorry, with bumper"
00000087_0001_00000000.jpg,"white lorry, with bumper"
00000087_0001_00000006.jpg,"white lorry, with bumper"
00000087_0001_00000003.jpg,"white lorry, with bumper"
00000087_0002_00000000.jpg,"white lorry, with bumper"
00000087_0001_00000002.jpg,"white lorry, with bumper"
00000089_0002_00000000.jpg,"vehicle hatchback, visible wheels, under open sky, with luggage rack"
00000089_0001_00000001.jpg,"vehicle hatchback, visible wheels, under open sky, with luggage rack"
00000089_0002_00000005.jpg,"vehicle hatchback, visible wheels, under open sky, with luggage rack"
