Query_ID,Image_Name,Match_Rank,Gallery_ID,Similarity
0657,0657_c002_00067625_0.jpg,2,0657,0.9609
0657,0657_c002_00067625_0.jpg,3,0720,0.9598
0657,0657_c002_00067625_0.jpg,4,0775,0.9565
0657,0657_c002_00067625_0.jpg,5,0721,0.9547
0657,0657_c002_00067625_0.jpg,6,0642,0.9515
0657,0657_c002_00067625_0.jpg,7,0624,0.9507
0657,0657_c002_00067625_0.jpg,8,0672,0.9498
0657,0657_c002_00067625_0.jpg,9,0687,0.9475
0657,0657_c002_00067625_0.jpg,10,0770,0.9475
0657,0657_c010_00065910_0.jpg,1,0696,0.9747
0657,0657_c010_00065910_0.jpg,2,0687,0.9726
0657,0657_c010_00065910_0.jpg,3,0623,0.9668
0657,0657_c010_00065910_0.jpg,4,0659,0.9644
0657,0657_c010_00065910_0.jpg,5,0720,0.9600
0657,0657_c010_00065910_0.jpg,6,0657,0.9571
0657,0657_c010_00065910_0.jpg,7,0770,0.9565
0657,0657_c010_00065910_0.jpg,8,0624,0.9561
0657,0657_c010_00065910_0.jpg,9,0727,0.9559
0657,0657_c010_00065910_0.jpg,10,0646,0.9521
0657,0657_c004_00064865_0.jpg,1,0602,0.9699
0657,0657_c004_00064865_0.jpg,2,0610,0.9693
0657,0657_c004_00064865_0.jpg,3,0467,0.9660
0657,0657_c004_00064865_0.jpg,4,0586,0.9610
0657,0657_c004_00064865_0.jpg,5,0775,0.9594
0657,0657_c004_00064865_0.jpg,6,0642,0.9585
0657,0657_c004_00064865_0.jpg,7,0630,0.9582
0657,0657_c004_00064865_0.jpg,8,0721,0.9569
0657,0657_c004_00064865_0.jpg,9,0677,0.9563
0657,0657_c004_00064865_0.jpg,10,0654,0.9561
0657,0657_c014_00015230_0.jpg,1,0687,0.9761
0657,0657_c014_00015230_0.jpg,2,0657,0.9759
0657,0657_c014_00015230_0.jpg,3,0659,0.9744
0657,0657_c014_00015230_0.jpg,4,0720,0.9741
0657,0657_c014_00015230_0.jpg,5,0631,0.9685
0657,0657_c014_00015230_0.jpg,6,0672,0.9684
0657,0657_c014_00015230_0.jpg,7,0624,0.9665
0657,0657_c014_00015230_0.jpg,8,0630,0.9664
0657,0657_c014_00015230_0.jpg,9,0761,0.9642
0657,0657_c014_00015230_0.jpg,10,0477,0.9616
0657,0657_c015_00015115_0.jpg,1,0249,0.9507
0657,0657_c015_00015115_0.jpg,2,0461,0.9487
0657,0657_c015_00015115_0.jpg,3,0761,0.9301
0657,0657_c015_00015115_0.jpg,4,0768,0.9290
0657,0657_c015_00015115_0.jpg,5,0698,0.9238
0657,0657_c015_00015115_0.jpg,6,0663,0.9220
0657,0657_c015_00015115_0.jpg,7,0657,0.9209
0657,0657_c015_00015115_0.jpg,8,0480,0.9209
0657,0657_c015_00015115_0.jpg,9,0676,0.9181
0657,0657_c015_00015115_0.jpg,10,0699,0.9126
0657,0657_c006_00066245_0.jpg,1,0659,0.9561
0657,0657_c006_00066245_0.jpg,2,0623,0.9498
0657,0657_c006_00066245_0.jpg,3,0696,0.9493
0657,0657_c006_00066245_0.jpg,4,0687,0.9451
0657,0657_c006_00066245_0.jpg,5,0657,0.9444
0657,0657_c006_00066245_0.jpg,6,0720,0.9428
0657,0657_c006_00066245_0.jpg,7,0770,0.9372
0657,0657_c006_00066245_0.jpg,8,0712,0.9324
0657,0657_c006_00066245_0.jpg,9,0624,0.9312
0657,0657_c006_00066245_0.jpg,10,0646,0.9270
0368,0368_c001_00062060_0.jpg,1,0380,0.9803
0368,0368_c001_00062060_0.jpg,2,0369,0.9730
0368,0368_c001_00062060_0.jpg,3,0368,0.9645
0368,0368_c001_00062060_0.jpg,4,0319,0.9567
0368,0368_c001_00062060_0.jpg,5,0322,0.9543
0368,0368_c001_00062060_0.jpg,6,0332,0.9503
0368,0368_c001_00062060_0.jpg,7,0371,0.9499
0368,0368_c001_00062060_0.jpg,8,0296,0.9467
0368,0368_c001_00062060_0.jpg,9,0300,0.9401
0368,0368_c001_00062060_0.jpg,10,0344,0.9400
0368,0368_c007_00066470_0.jpg,1,0570,0.9126
0368,0368_c007_00066470_0.jpg,2,0388,0.8963
0368,0368_c007_00066470_0.jpg,3,0482,0.8854
0368,0368_c007_00066470_0.jpg,4,0368,0.8841
0368,0368_c007_00066470_0.jpg,5,0486,0.8832
0368,0368_c007_00066470_0.jpg,6,0294,0.8789
0368,0368_c007_00066470_0.jpg,7,0061,0.8788
0368,0368_c007_00066470_0.jpg,8,0450,0.8745
0368,0368_c007_00066470_0.jpg,9,0310,0.8728
0368,0368_c007_00066470_0.jpg,10,0380,0.8594
0368,0368_c003_00065490_0.jpg,1,0368,0.9740
0368,0368_c003_00065490_0.jpg,2,0322,0.9521
0368,0368_c003_00065490_0.jpg,3,0315,0.9520
0368,0368_c003_00065490_0.jpg,4,0380,0.9515
0368,0368_c003_00065490_0.jpg,5,0310,0.9494
0368,0368_c003_00065490_0.jpg,6,0319,0.9449
0368,0368_c003_00065490_0.jpg,7,0288,0.9446
0368,0368_c003_00065490_0.jpg,8,0420,0.9440
0368,0368_c003_00065490_0.jpg,9,0296,0.9426
0368,0368_c003_00065490_0.jpg,10,0337,0.9426
0368,0368_c012_00060970_0.jpg,1,0368,0.9764
0368,0368_c012_00060970_0.jpg,2,0296,0.9652
0368,0368_c012_00060970_0.jpg,3,0319,0.9630
0368,0368_c012_00060970_0.jpg,4,0322,0.9606
0368,0368_c012_00060970_0.jpg,5,0380,0.9551
0368,0368_c012_00060970_0.jpg,6,0300,0.9546
0368,0368_c012_00060970_0.jpg,7,0369,0.9529
0368,0368_c012_00060970_0.jpg,8,0295,0.9528
0368,0368_c012_00060970_0.jpg,9,0315,0.9502
0368,0368_c012_00060970_0.jpg,10,0326,0.9485
0368,0368_c008_00065730_0.jpg,1,0388,0.9442
0368,0368_c008_00065730_0.jpg,2,0368,0.9370
0368,0368_c008_00065730_0.jpg,3,0294,0.9171
0368,0368_c008_00065730_0.jpg,4,0319,0.9156
0368,0368_c008_00065730_0.jpg,5,0380,0.9135
0368,0368_c008_00065730_0.jpg,6,0310,0.9080
0368,0368_c008_00065730_0.jpg,7,0306,0.9016
0368,0368_c008_00065730_0.jpg,8,0326,0.9011
0368,0368_c008_00065730_0.jpg,9,0369,0.9003
0368,0368_c008_00065730_0.jpg,10,0315,0.8940
0368,0368_c013_00061040_0.jpg,1,0295,0.9733
0368,0368_c013_00061040_0.jpg,2,0300,0.9700
0368,0368_c013_00061040_0.jpg,3,0296,0.9634
0368,0368_c013_00061040_0.jpg,4,0318,0.9433
0368,0368_c013_00061040_0.jpg,5,0344,0.9415
0368,0368_c013_00061040_0.jpg,6,0373,0.9356
0368,0368_c013_00061040_0.jpg,7,0327,0.9354
0368,0368_c013_00061040_0.jpg,8,0357,0.9351
0368,0368_c013_00061040_0.jpg,9,0371,0.9338
0368,0368_c013_00061040_0.jpg,10,0337,0.9337
0368,0368_c009_00065690_0.jpg,1,0368,0.9544
0368,0368_c009_00065690_0.jpg,2,0388,0.9537
0368,0368_c009_00065690_0.jpg,3,0310,0.9418
0368,0368_c009_00065690_0.jpg,4,0319,0.9399
0368,0368_c009_00065690_0.jpg,5,0294,0.9316
0368,0368_c009_00065690_0.jpg,6,0380,0.9281
0368,0368_c009_00065690_0.jpg,7,0326,0.9230
0368,0368_c009_00065690_0.jpg,8,0306,0.9176
0368,0368_c009_00065690_0.jpg,9,0369,0.9161
0368,0368_c009_00065690_0.jpg,10,0315,0.9096
0368,0368_c018_00060270_0.jpg,1,0420,0.9614
0368,0368_c018_00060270_0.jpg,2,0365,0.9602
0368,0368_c018_00060270_0.jpg,3,0368,0.9535
0368,0368_c018_00060270_0.jpg,4,0315,0.9483
0368,0368_c018_00060270_0.jpg,5,0507,0.9434
0368,0368_c018_00060270_0.jpg,6,0371,0.9426
0368,0368_c018_00060270_0.jpg,7,0288,0.9413
0368,0368_c018_00060270_0.jpg,8,0337,0.9402
0368,0368_c018_00060270_0.jpg,9,0361,0.9392
0368,0368_c018_00060270_0.jpg,10,0310,0.9378
0368,0368_c005_00066345_1.jpg,1,0326,0.9629
0368,0368_c005_00066345_1.jpg,2,0357,0.9588
0368,0368_c005_00066345_1.jpg,3,0294,0.9565
0368,0368_c005_00066345_1.jpg,4,0361,0.9524
0368,0368_c005_00066345_1.jpg,5,0300,0.9520
0368,0368_c005_00066345_1.jpg,6,0296,0.9504
0368,0368_c005_00066345_1.jpg,7,0319,0.9500
0368,0368_c005_00066345_1.jpg,8,0318,0.9491
0368,0368_c005_00066345_1.jpg,9,0295,0.9477
0368,0368_c005_00066345_1.jpg,10,0310,0.9472
0368,0368_c002_00062710_0.jpg,1,0300,0.9740
0368,0368_c002_00062710_0.jpg,2,0296,0.9729
0368,0368_c002_00062710_0.jpg,3,0295,0.9724
0368,0368_c002_00062710_0.jpg,4,0368,0.9695
0368,0368_c002_00062710_0.jpg,5,0371,0.9668
0368,0368_c002_00062710_0.jpg,6,0319,0.9655
0368,0368_c002_00062710_0.jpg,7,0294,0.9645
0368,0368_c002_00062710_0.jpg,8,0365,0.9642
0368,0368_c002_00062710_0.jpg,9,0369,0.9636
0368,0368_c002_00062710_0.jpg,10,0326,0.9618
0368,0368_c004_00065470_0.jpg,1,0318,0.9651
0368,0368_c004_00065470_0.jpg,2,0315,0.9637
0368,0368_c004_00065470_0.jpg,3,0361,0.9612
0368,0368_c004_00065470_0.jpg,4,0337,0.9603
0368,0368_c004_00065470_0.jpg,5,0365,0.9530
0368,0368_c004_00065470_0.jpg,6,0288,0.9519
0368,0368_c004_00065470_0.jpg,7,0357,0.9518
0368,0368_c004_00065470_0.jpg,8,0306,0.9518
0368,0368_c004_00065470_0.jpg,9,0319,0.9516
0368,0368_c004_00065470_0.jpg,10,0296,0.9512
0368,0368_c010_00064960_0.jpg,1,0368,0.9669
0368,0368_c010_00064960_0.jpg,2,0310,0.9569
0368,0368_c010_00064960_0.jpg,3,0288,0.9558
0368,0368_c010_00064960_0.jpg,4,0315,0.9523
0368,0368_c010_00064960_0.jpg,5,0420,0.9455
0368,0368_c010_00064960_0.jpg,6,0507,0.9432
0368,0368_c010_00064960_0.jpg,7,0322,0.9429
0368,0368_c010_00064960_0.jpg,8,0326,0.9421
0368,0368_c010_00064960_0.jpg,9,0337,0.9401
0368,0368_c010_00064960_0.jpg,10,0486,0.9391
0368,0368_c011_00064830_0.jpg,1,0368,0.9821
0368,0368_c011_00064830_0.jpg,2,0310,0.9728
0368,0368_c011_00064830_0.jpg,3,0288,0.9650
0368,0368_c011_00064830_0.jpg,4,0315,0.9596
0368,0368_c011_00064830_0.jpg,5,0420,0.9587
0368,0368_c011_00064830_0.jpg,6,0326,0.9566
0368,0368_c011_00064830_0.jpg,7,0337,0.9565
0368,0368_c011_00064830_0.jpg,8,0319,0.9559
0368,0368_c011_00064830_0.jpg,9,0306,0.9552
0368,0368_c011_00064830_0.jpg,10,0361,0.9541
0368,0368_c006_00064855_0.jpg,1,0380,0.9768
0368,0368_c006_00064855_0.jpg,2,0368,0.9713
0368,0368_c006_00064855_0.jpg,3,0322,0.9612
0368,0368_c006_00064855_0.jpg,4,0332,0.9527
0368,0368_c006_00064855_0.jpg,5,0315,0.9481
0368,0368_c006_00064855_0.jpg,6,0515,0.9471
0368,0368_c006_00064855_0.jpg,7,0319,0.9468
0368,0368_c006_00064855_0.jpg,8,0369,0.9444
0368,0368_c006_00064855_0.jpg,9,0310,0.9420
0368,0368_c006_00064855_0.jpg,10,0420,0.9406
0586,0586_c002_00069790_0.jpg,1,0586,0.9686
0586,0586_c002_00069790_0.jpg,2,0631,0.9621
0586,0586_c002_00069790_0.jpg,3,0677,0.9613
0586,0586_c002_00069790_0.jpg,4,0467,0.9574
0586,0586_c002_00069790_0.jpg,5,0610,0.9574
0586,0586_c002_00069790_0.jpg,6,0652,0.9567
0586,0586_c002_00069790_0.jpg,7,0630,0.9545
0586,0586_c002_00069790_0.jpg,8,0602,0.9530
0586,0586_c002_00069790_0.jpg,9,0771,0.9521
0586,0586_c002_00069790_0.jpg,10,0597,0.9512
0586,0586_c001_00048525_1.jpg,1,0586,0.9700
0586,0586_c001_00048525_1.jpg,2,0602,0.9530
0586,0586_c001_00048525_1.jpg,3,0593,0.9516
0586,0586_c001_00048525_1.jpg,4,0606,0.9489
0586,0586_c001_00048525_1.jpg,5,0712,0.9458
0586,0586_c001_00048525_1.jpg,6,0610,0.9455
0586,0586_c001_00048525_1.jpg,7,0582,0.9446
0586,0586_c001_00048525_1.jpg,8,0742,0.9444
0586,0586_c001_00048525_1.jpg,9,0727,0.9423
0586,0586_c001_00048525_1.jpg,10,0672,0.9384
0586,0586_c013_00066485_0.jpg,1,0712,0.9546
0586,0586_c013_00066485_0.jpg,2,0721,0.9515
0586,0586_c013_00066485_0.jpg,3,0698,0.9470
0586,0586_c013_00066485_0.jpg,4,0677,0.9448
0586,0586_c013_00066485_0.jpg,5,0720,0.9421
0586,0586_c013_00066485_0.jpg,6,0768,0.9414
0586,0586_c013_00066485_0.jpg,7,0642,0.9414
0586,0586_c013_00066485_0.jpg,8,0476,0.9342
0586,0586_c013_00066485_0.jpg,9,0467,0.9338
0586,0586_c013_00066485_0.jpg,10,0672,0.9330
0586,0586_c012_00066775_0.jpg,1,0586,0.9626
0586,0586_c012_00066775_0.jpg,2,0610,0.9573
0586,0586_c012_00066775_0.jpg,3,0602,0.9552
0586,0586_c012_00066775_0.jpg,4,0598,0.9549
0586,0586_c012_00066775_0.jpg,5,0606,0.9442
0586,0586_c012_00066775_0.jpg,6,0585,0.9436
0586,0586_c012_00066775_0.jpg,7,0609,0.9435
0586,0586_c012_00066775_0.jpg,8,0590,0.9431
0586,0586_c012_00066775_0.jpg,9,0597,0.9400
0586,0586_c012_00066775_0.jpg,10,0588,0.9384
0299,0299_c006_00076930_0.jpg,1,0299,0.9580
0299,0299_c006_00076930_0.jpg,2,0241,0.9343
0299,0299_c006_00076930_0.jpg,3,0298,0.9211
0299,0299_c006_00076930_0.jpg,4,0166,0.8940
0299,0299_c006_00076930_0.jpg,5,0385,0.8876
0299,0299_c006_00076930_0.jpg,6,0173,0.8672
0299,0299_c006_00076930_0.jpg,7,0117,0.8658
0299,0299_c006_00076930_0.jpg,8,0446,0.8386
0299,0299_c006_00076930_0.jpg,9,0086,0.8241
0299,0299_c006_00076930_0.jpg,10,0145,0.8240
0299,0299_c009_00077890_0.jpg,1,0173,0.9110
0299,0299_c009_00077890_0.jpg,2,0162,0.9086
0299,0299_c009_00077890_0.jpg,3,0166,0.8944
0299,0299_c009_00077890_0.jpg,4,0117,0.8791
0299,0299_c009_00077890_0.jpg,5,0104,0.8642
0299,0299_c009_00077890_0.jpg,6,0385,0.8642
0299,0299_c009_00077890_0.jpg,7,0241,0.8561
0299,0299_c009_00077890_0.jpg,8,0299,0.8542
0299,0299_c009_00077890_0.jpg,9,0061,0.8488
0299,0299_c009_00077890_0.jpg,10,0106,0.8465
0299,0299_c008_00077935_0.jpg,1,0299,0.9363
0299,0299_c008_00077935_0.jpg,2,0385,0.9328
0299,0299_c008_00077935_0.jpg,3,0166,0.8859
0299,0299_c008_00077935_0.jpg,4,0061,0.8852
0299,0299_c008_00077935_0.jpg,5,0117,0.8804
0299,0299_c008_00077935_0.jpg,6,0173,0.8776
0299,0299_c008_00077935_0.jpg,7,0241,0.8761
0299,0299_c008_00077935_0.jpg,8,0298,0.8506
0299,0299_c008_00077935_0.jpg,9,0086,0.8286
0299,0299_c008_00077935_0.jpg,10,0162,0.8226
0299,0299_c003_00077715_0.jpg,1,0299,0.9648
0299,0299_c003_00077715_0.jpg,2,0385,0.8882
0299,0299_c003_00077715_0.jpg,3,0298,0.8698
0299,0299_c003_00077715_0.jpg,4,0446,0.8594
0299,0299_c003_00077715_0.jpg,5,0241,0.8574
0299,0299_c003_00077715_0.jpg,6,0086,0.8362
0299,0299_c003_00077715_0.jpg,7,0061,0.8123
0299,0299_c003_00077715_0.jpg,8,0173,0.7892
0299,0299_c003_00077715_0.jpg,9,0166,0.7876
0299,0299_c003_00077715_0.jpg,10,0380,0.7782
0299,0299_c002_00076045_0.jpg,1,0299,0.9465
0299,0299_c002_00076045_0.jpg,2,0298,0.9193
0299,0299_c002_00076045_0.jpg,3,0241,0.8713
0299,0299_c002_00076045_0.jpg,4,0173,0.8516
0299,0299_c002_00076045_0.jpg,5,0240,0.8369
0299,0299_c002_00076045_0.jpg,6,0162,0.8345
0299,0299_c002_00076045_0.jpg,7,0145,0.8242
0299,0299_c002_00076045_0.jpg,8,0385,0.8230
0299,0299_c002_00076045_0.jpg,9,0172,0.7955
0299,0299_c002_00076045_0.jpg,10,0166,0.7942
0299,0299_c004_00077700_0.jpg,1,0299,0.9432
0299,0299_c004_00077700_0.jpg,2,0298,0.9163
0299,0299_c004_00077700_0.jpg,3,0385,0.8812
0299,0299_c004_00077700_0.jpg,4,0241,0.8644
0299,0299_c004_00077700_0.jpg,5,0166,0.8119
0299,0299_c004_00077700_0.jpg,6,0145,0.8082
0299,0299_c004_00077700_0.jpg,7,0446,0.7973
0299,0299_c004_00077700_0.jpg,8,0173,0.7642
0299,0299_c004_00077700_0.jpg,9,0061,0.7631
0299,0299_c004_00077700_0.jpg,10,0117,0.7620
0299,0299_c010_00077080_0.jpg,1,0299,0.9689
0299,0299_c010_00077080_0.jpg,2,0385,0.8927
0299,0299_c010_00077080_0.jpg,3,0241,0.8821
0299,0299_c010_00077080_0.jpg,4,0298,0.8613
0299,0299_c010_00077080_0.jpg,5,0446,0.8599
0299,0299_c010_00077080_0.jpg,6,0086,0.8401
0299,0299_c010_00077080_0.jpg,7,0173,0.8390
0299,0299_c010_00077080_0.jpg,8,0061,0.8197
0299,0299_c010_00077080_0.jpg,9,0166,0.8068
0299,0299_c010_00077080_0.jpg,10,0117,0.7869
0299,0299_c011_00076930_0.jpg,1,0299,0.9585
0299,0299_c011_00076930_0.jpg,2,0241,0.9352
0299,0299_c011_00076930_0.jpg,3,0298,0.8856
0299,0299_c011_00076930_0.jpg,4,0166,0.8811
0299,0299_c011_00076930_0.jpg,5,0173,0.8755
0299,0299_c011_00076930_0.jpg,6,0385,0.8753
0299,0299_c011_00076930_0.jpg,7,0446,0.8654
0299,0299_c011_00076930_0.jpg,8,0086,0.8491
0299,0299_c011_00076930_0.jpg,9,0117,0.8462
0299,0299_c011_00076930_0.jpg,10,0240,0.8191
0299,0299_c005_00078445_0.jpg,1,0299,0.9253
0299,0299_c005_00078445_0.jpg,2,0385,0.8247
0299,0299_c005_00078445_0.jpg,3,0446,0.8090
0299,0299_c005_00078445_0.jpg,4,0298,0.8059
0299,0299_c005_00078445_0.jpg,5,0061,0.7666
0299,0299_c005_00078445_0.jpg,6,0086,0.7636
0299,0299_c005_00078445_0.jpg,7,0294,0.7605
0299,0299_c005_00078445_0.jpg,8,0241,0.7563
0299,0299_c005_00078445_0.jpg,9,0380,0.7550
0299,0299_c005_00078445_0.jpg,10,0369,0.7523
0742,0742_c012_00031370_0.jpg,1,0742,0.9761
0742,0742_c012_00031370_0.jpg,2,0063,0.9539
0742,0742_c012_00031370_0.jpg,3,0717,0.9530
0742,0742_c012_00031370_0.jpg,4,0753,0.9519
0742,0742_c012_00031370_0.jpg,5,0461,0.9497
0742,0742_c012_00031370_0.jpg,6,0585,0.9495
0742,0742_c012_00031370_0.jpg,7,0593,0.9493
0742,0742_c012_00031370_0.jpg,8,0480,0.9476
0742,0742_c012_00031370_0.jpg,9,0582,0.9448
0742,0742_c012_00031370_0.jpg,10,0606,0.9438
0742,0742_c002_00029225_0.jpg,1,0646,0.9539
0742,0742_c002_00029225_0.jpg,2,0770,0.9478
0742,0742_c002_00029225_0.jpg,3,0622,0.9472
0742,0742_c002_00029225_0.jpg,4,0480,0.9458
0742,0742_c002_00029225_0.jpg,5,0696,0.9454
0742,0742_c002_00029225_0.jpg,6,0742,0.9446
0742,0742_c002_00029225_0.jpg,7,0727,0.9422
0742,0742_c002_00029225_0.jpg,8,0623,0.9418
0742,0742_c002_00029225_0.jpg,9,0602,0.9418
0742,0742_c002_00029225_0.jpg,10,0586,0.9393
0742,0742_c009_00026380_0.jpg,1,0676,0.9628
0742,0742_c009_00026380_0.jpg,2,0634,0.9603
0742,0742_c009_00026380_0.jpg,3,0717,0.9602
0742,0742_c009_00026380_0.jpg,4,0477,0.9574
0742,0742_c009_00026380_0.jpg,5,0654,0.9546
0742,0742_c009_00026380_0.jpg,6,0630,0.9546
0742,0742_c009_00026380_0.jpg,7,0612,0.9540
0742,0742_c009_00026380_0.jpg,8,0729,0.9537
0742,0742_c009_00026380_0.jpg,9,0625,0.9519
0742,0742_c009_00026380_0.jpg,10,0772,0.9515
0742,0742_c016_00020140_0.jpg,1,0742,0.9607
0742,0742_c016_00020140_0.jpg,2,0461,0.9597
0742,0742_c016_00020140_0.jpg,3,0717,0.9585
0742,0742_c016_00020140_0.jpg,4,0663,0.9571
0742,0742_c016_00020140_0.jpg,5,0676,0.9539
0742,0742_c016_00020140_0.jpg,6,0585,0.9535
0742,0742_c016_00020140_0.jpg,7,0063,0.9501
0742,0742_c016_00020140_0.jpg,8,0615,0.9484
0742,0742_c016_00020140_0.jpg,9,0753,0.9446
0742,0742_c016_00020140_0.jpg,10,0768,0.9440
0742,0742_c013_00031270_0.jpg,1,0742,0.9747
0742,0742_c013_00031270_0.jpg,2,0480,0.9644
0742,0742_c013_00031270_0.jpg,3,0727,0.9632
0742,0742_c013_00031270_0.jpg,4,0672,0.9607
0742,0742_c013_00031270_0.jpg,5,0768,0.9578
0742,0742_c013_00031270_0.jpg,6,0770,0.9571
0742,0742_c013_00031270_0.jpg,7,0476,0.9562
0742,0742_c013_00031270_0.jpg,8,0624,0.9561
0742,0742_c013_00031270_0.jpg,9,0761,0.9541
0742,0742_c013_00031270_0.jpg,10,0461,0.9538
0742,0742_c014_00019835_0.jpg,1,0063,0.9642
0742,0742_c014_00019835_0.jpg,2,0585,0.9640
0742,0742_c014_00019835_0.jpg,3,0717,0.9591
0742,0742_c014_00019835_0.jpg,4,0663,0.9563
0742,0742_c014_00019835_0.jpg,5,0593,0.9553
0742,0742_c014_00019835_0.jpg,6,0742,0.9546
0742,0742_c014_00019835_0.jpg,7,0610,0.9536
0742,0742_c014_00019835_0.jpg,8,0467,0.9519
0742,0742_c014_00019835_0.jpg,9,0602,0.9516
0742,0742_c014_00019835_0.jpg,10,0654,0.9503
0742,0742_c011_00027115_0.jpg,1,0742,0.9741
0742,0742_c011_00027115_0.jpg,2,0480,0.9505
0742,0742_c011_00027115_0.jpg,3,0727,0.9498
0742,0742_c011_00027115_0.jpg,4,0717,0.9480
0742,0742_c011_00027115_0.jpg,5,0753,0.9479
0742,0742_c011_00027115_0.jpg,6,0672,0.9450
0742,0742_c011_00027115_0.jpg,7,0593,0.9430
0742,0742_c011_00027115_0.jpg,8,0624,0.9429
0742,0742_c011_00027115_0.jpg,9,0770,0.9417
0742,0742_c011_00027115_0.jpg,10,0461,0.9400
0742,0742_c010_00027100_0.jpg,1,0742,0.9625
0742,0742_c010_00027100_0.jpg,2,0753,0.9531
0742,0742_c010_00027100_0.jpg,3,0653,0.9482
0742,0742_c010_00027100_0.jpg,4,0717,0.9444
0742,0742_c010_00027100_0.jpg,5,0480,0.9424
0742,0742_c010_00027100_0.jpg,6,0593,0.9381
0742,0742_c010_00027100_0.jpg,7,0063,0.9355
0742,0742_c010_00027100_0.jpg,8,0606,0.9337
0742,0742_c010_00027100_0.jpg,9,0582,0.9290
0742,0742_c010_00027100_0.jpg,10,0727,0.9252
0742,0742_c001_00030990_0.jpg,1,0742,0.9616
0742,0742_c001_00030990_0.jpg,2,0653,0.9594
0742,0742_c001_00030990_0.jpg,3,0753,0.9544
0742,0742_c001_00030990_0.jpg,4,0727,0.9516
0742,0742_c001_00030990_0.jpg,5,0717,0.9472
0742,0742_c001_00030990_0.jpg,6,0593,0.9468
0742,0742_c001_00030990_0.jpg,7,0476,0.9407
0742,0742_c001_00030990_0.jpg,8,0480,0.9396
0742,0742_c001_00030990_0.jpg,9,0712,0.9382
0742,0742_c001_00030990_0.jpg,10,0473,0.9363
0742,0742_c006_00027145_0.jpg,1,0480,0.9479
0742,0742_c006_00027145_0.jpg,2,0742,0.9468
0742,0742_c006_00027145_0.jpg,3,0696,0.9458
0742,0742_c006_00027145_0.jpg,4,0476,0.9449
0742,0742_c006_00027145_0.jpg,5,0623,0.9436
0742,0742_c006_00027145_0.jpg,6,0646,0.9424
0742,0742_c006_00027145_0.jpg,7,0727,0.9416
0742,0742_c006_00027145_0.jpg,8,0770,0.9400
0742,0742_c006_00027145_0.jpg,9,0712,0.9346
0742,0742_c006_00027145_0.jpg,10,0622,0.9331
0742,0742_c004_00026470_0.jpg,1,0615,0.9354
0742,0742_c004_00026470_0.jpg,2,0676,0.9236
0742,0742_c004_00026470_0.jpg,3,0663,0.9223
0742,0742_c004_00026470_0.jpg,4,0461,0.9222
0742,0742_c004_00026470_0.jpg,5,0717,0.9173
0742,0742_c004_00026470_0.jpg,6,0063,0.9165
0742,0742_c004_00026470_0.jpg,7,0585,0.9106
0742,0742_c004_00026470_0.jpg,8,0489,0.9100
0742,0742_c004_00026470_0.jpg,9,0662,0.9083
0742,0742_c004_00026470_0.jpg,10,0654,0.9040
