Query_ID,Match_Rank,Gallery_ID,Similarity
0369,3,0371,0.9952
0369,4,0327,0.9950
0369,5,0296,0.9950
0369,6,0300,0.9947
0369,7,0295,0.9935
0369,8,0322,0.9932
0369,9,0385,0.9931
0369,10,0319,0.9928
0154,1,0154,0.9996
0154,2,0006,0.9847
0154,3,0005,0.9839
0154,4,0183,0.9786
0154,5,0219,0.9780
0154,6,0035,0.9769
0154,7,0038,0.9767
0154,8,0027,0.9763
0154,9,0216,0.9762
0154,10,0014,0.9758
0507,1,0507,0.9997
0507,2,0482,0.9983
0507,3,0543,0.9980
0507,4,0546,0.9979
0507,5,0554,0.9978
0507,6,0486,0.9974
0507,7,0541,0.9971
0507,8,0485,0.9963
0507,9,0545,0.9956
0507,10,0420,0.9945
0145,1,0145,0.9974
0145,2,0151,0.9928
0145,3,0135,0.9923
0145,4,0129,0.9920
0145,5,0241,0.9872
0145,6,0298,0.9858
0145,7,0086,0.9856
0145,8,0173,0.9852
0145,9,0174,0.9848
0145,10,0134,0.9832
0065,1,0065,0.9998
0065,2,0066,0.9876
0065,3,0108,0.9700
0065,4,0162,0.9695
0065,5,0150,0.9686
0065,6,0132,0.9678
0065,7,0117,0.9669
0065,8,0134,0.9648
0065,9,0151,0.9638
0065,10,0101,0.9622
0143,1,0143,0.9998
0143,2,0142,0.9977
0143,3,0126,0.9968
0143,4,0150,0.9956
0143,5,0174,0.9934
0143,6,0132,0.9901
0143,7,0135,0.9900
0143,8,0129,0.9891
0143,9,0172,0.9865
0143,10,0173,0.9851
0014,1,0014,0.9997
0014,2,0038,0.9986
0014,3,0179,0.9984
0014,4,0027,0.9983
0014,5,0207,0.9982
0014,6,0197,0.9981
0014,7,0006,0.9975
0014,8,0205,0.9974
0014,9,0188,0.9966
0014,10,0219,0.9966
0775,1,0775,0.9987
0775,2,0771,0.9964
0775,3,0729,0.9962
0775,4,0685,0.9950
0775,5,0711,0.9938
0775,6,0774,0.9937
0775,7,0652,0.9936
0775,8,0772,0.9936
0775,9,0634,0.9928
0775,10,0473,0.9921
0300,1,0300,0.9996
0300,2,0296,0.9985
0300,3,0295,0.9983
0300,4,0371,0.9957
0300,5,0322,0.9954
0300,6,0318,0.9949
0300,7,0319,0.9939
0300,8,0369,0.9939
0300,9,0294,0.9938
0300,10,0337,0.9930
0676,1,0676,0.9996
0676,2,0687,0.9981
0676,3,0609,0.9979
0676,4,0727,0.9978
0676,5,0630,0.9978
0676,6,0654,0.9977
0676,7,0717,0.9977
0676,8,0652,0.9976
0676,9,0753,0.9976
0676,10,0659,0.9974
0361,1,0361,0.9996
0361,2,0315,0.9992
0361,3,0337,0.9983
0361,4,0326,0.9982
0361,5,0310,0.9981
0361,6,0318,0.9976
0361,7,0288,0.9972
0361,8,0344,0.9963
0361,9,0357,0.9961
0361,10,0319,0.9947
0089,1,0089,0.9993
0089,2,0042,0.9823
0089,3,0105,0.9785
0089,4,0104,0.9763
0089,5,0461,0.9756
0089,6,0249,0.9750
0089,7,0699,0.9700
0089,8,0761,0.9696
0089,9,0102,0.9689
0089,10,0494,0.9688
0476,1,0476,0.9994
0476,2,0623,0.9982
0476,3,0063,0.9980
0476,4,0770,0.9978
0476,5,0696,0.9972
0476,6,0660,0.9971
0476,7,0480,0.9971
0476,8,0672,0.9970
0476,9,0576,0.9969
0476,10,0698,0.9966
0543,1,0543,0.9995
0543,2,0546,0.9993
0543,3,0541,0.9992
0543,4,0507,0.9983
0543,5,0545,0.9982
0543,6,0554,0.9982
0543,7,0486,0.9980
0543,8,0482,0.9978
0543,9,0446,0.9962
0543,10,0365,0.9952
0380,1,0380,0.9997
0380,2,0368,0.9981
0380,3,0373,0.9979
0380,4,0371,0.9974
0380,5,0369,0.9974
0380,6,0365,0.9972
0380,7,0318,0.9967
0380,8,0296,0.9962
0380,9,0319,0.9961
0380,10,0322,0.9959
0654,1,0742,0.9990
0654,2,0654,0.9988
0654,3,0473,0.9987
0654,4,0467,0.9987
0654,5,0721,0.9986
0654,6,0659,0.9983
0654,7,0657,0.9980
0654,8,0717,0.9980
0654,9,0687,0.9979
0654,10,0727,0.9978
0205,1,0188,0.9995
0205,2,0205,0.9992
0205,3,0038,0.9990
0205,4,0179,0.9983
0205,5,0035,0.9981
0205,6,0030,0.9981
0205,7,0219,0.9977
0205,8,0197,0.9974
0205,9,0207,0.9971
0205,10,0014,0.9971
0241,1,0241,0.9997
0241,2,0173,0.9963
0241,3,0129,0.9952
0241,4,0172,0.9945
0241,5,0174,0.9926
0241,6,0151,0.9921
0241,7,0126,0.9912
0241,8,0145,0.9911
0241,9,0086,0.9906
0241,10,0144,0.9898
0295,1,0295,0.9994
0295,2,0296,0.9987
0295,3,0300,0.9977
0295,4,0318,0.9973
0295,5,0322,0.9968
0295,6,0371,0.9962
0295,7,0337,0.9957
0295,8,0326,0.9952
0295,9,0373,0.9950
0295,10,0319,0.9949
0569,1,0569,0.9996
0569,2,0231,0.9947
0569,3,0489,0.9918
0569,4,0421,0.9908
0569,5,0494,0.9902
0569,6,0522,0.9881
0569,7,0515,0.9868
0569,8,0485,0.9863
0569,9,0262,0.9860
0569,10,0566,0.9856
0582,1,0582,0.9993
0582,2,0593,0.9992
0582,3,0585,0.9974
0582,4,0646,0.9974
0582,5,0598,0.9972
0582,6,0653,0.9972
0582,7,0610,0.9971
0582,8,0602,0.9970
0582,9,0586,0.9969
0582,10,0631,0.9960
0332,1,0332,0.9993
0332,2,0545,0.9949
0332,3,0344,0.9944
0332,4,0380,0.9937
0332,5,0315,0.9936
0332,6,0566,0.9935
0332,7,0337,0.9931
0332,8,0361,0.9931
0332,9,0385,0.9931
0332,10,0515,0.9929
0337,1,0337,0.9993
0337,2,0315,0.9988
0337,3,0361,0.9986
0337,4,0344,0.9984
0337,5,0326,0.9981
0337,6,0319,0.9981
0337,7,0318,0.9980
0337,8,0310,0.9969
0337,9,0322,0.9962
0337,10,0288,0.9950
0288,1,0288,0.9997
0288,2,0357,0.9982
0288,3,0373,0.9981
0288,4,0310,0.9978
0288,5,0365,0.9976
0288,6,0318,0.9976
0288,7,0368,0.9973
0288,8,0315,0.9970
0288,9,0361,0.9969
0288,10,0337,0.9963
0102,1,0102,0.9987
0102,2,0576,0.9973
0102,3,0696,0.9966
0102,4,0584,0.9959
0102,5,0606,0.9959
0102,6,0623,0.9959
0102,7,0614,0.9957
0102,8,0660,0.9957
0102,9,0585,0.9956
0102,10,0009,0.9956
0096,1,0096,0.9994
0096,2,0101,0.9980
0096,3,0009,0.9967
0096,4,0249,0.9959
0096,5,0102,0.9955
0096,6,0588,0.9946
0096,7,0461,0.9939
0096,8,0590,0.9938
0096,9,0576,0.9938
0096,10,0660,0.9936
0624,1,0624,0.9995
0624,2,0687,0.9993
0624,3,0717,0.9992
0624,4,0659,0.9987
0624,5,0630,0.9987
0624,6,0677,0.9987
0624,7,0652,0.9987
0624,8,0477,0.9985
0624,9,0634,0.9985
0624,10,0612,0.9984
0625,1,0625,0.9997
0625,2,0615,0.9982
0625,3,0634,0.9979
0625,4,0652,0.9979
0625,5,0624,0.9979
0625,6,0612,0.9977
0625,7,0687,0.9976
0625,8,0717,0.9974
0625,9,0676,0.9974
0625,10,0581,0.9973
0677,1,0677,0.9995
0677,2,0630,0.9992
0677,3,0687,0.9991
0677,4,0727,0.9989
0677,5,0659,0.9988
0677,6,0624,0.9986
0677,7,0717,0.9986
0677,8,0720,0.9982
0677,9,0652,0.9982
0677,10,0477,0.9981
0296,1,0296,0.9996
0296,2,0295,0.9981
0296,3,0300,0.9975
0296,4,0371,0.9966
0296,5,0318,0.9966
0296,6,0373,0.9957
0296,7,0322,0.9954
0296,8,0294,0.9953
0296,9,0357,0.9952
0296,10,0368,0.9948
0273,1,0273,0.9991
0273,2,0281,0.9972
0273,3,0122,0.9872
0273,4,0130,0.9593
0273,5,0042,0.9444
0273,6,0066,0.9329
0273,7,0089,0.9322
0273,8,0104,0.9197
0273,9,0134,0.9175
0273,10,0108,0.9137
0545,1,0545,0.9995
0545,2,0541,0.9984
0545,3,0546,0.9979
0545,4,0543,0.9975
0545,5,0515,0.9969
0545,6,0482,0.9963
0545,7,0486,0.9956
0545,8,0446,0.9956
0545,9,0507,0.9955
0545,10,0566,0.9955
0247,1,0247,0.9995
0247,2,0240,0.9857
0247,3,0173,0.9811
0247,4,0104,0.9799
0247,5,0106,0.9755
0247,6,0172,0.9744
0247,7,0237,0.9737
0247,8,0262,0.9732
0247,9,0105,0.9720
0247,10,0144,0.9709
0249,1,0249,0.9997
0249,2,0096,0.9964
0249,3,0461,0.9956
0249,4,0699,0.9949
0249,5,0106,0.9946
0249,6,0761,0.9940
0249,7,0660,0.9931
0249,8,0102,0.9928
0249,9,0101,0.9924
0249,10,0494,0.9923
0144,1,0144,0.9985
0144,2,0132,0.9967
0144,3,0129,0.9963
0144,4,0126,0.9953
0144,5,0151,0.9920
0144,6,0150,0.9903
0144,7,0142,0.9893
0144,8,0173,0.9892
0144,9,0135,0.9889
0144,10,0240,0.9878
0392,1,0392,0.9995
0392,2,0398,0.9988
0392,3,0391,0.9981
0392,4,0402,0.9978
0392,5,0405,0.9953
0392,6,0404,0.9895
0392,7,0118,0.9710
0392,8,0002,0.9581
0392,9,0005,0.9341
0392,10,0154,0.9296
0326,1,0326,0.9996
0326,2,0337,0.9981
0326,3,0318,0.9980
0326,4,0310,0.9979
0326,5,0361,0.9979
0326,6,0315,0.9976
0326,7,0319,0.9972
0326,8,0288,0.9959
0326,9,0294,0.9957
0326,10,0344,0.9955
0417,1,0417,0.9992
0417,2,0420,0.9965
0417,3,0485,0.9948
0417,4,0486,0.9936
0417,5,0482,0.9936
0417,6,0543,0.9925
0417,7,0306,0.9922
0417,8,0570,0.9921
0417,9,0554,0.9913
0417,10,0507,0.9911
0581,1,0581,0.9991
0581,2,0612,0.9978
0581,3,0598,0.9973
0581,4,0753,0.9970
0581,5,0615,0.9967
0581,6,0582,0.9957
0581,7,0477,0.9957
0581,8,0717,0.9956
0581,9,0625,0.9954
0581,10,0624,0.9954
0281,1,0281,0.9997
0281,2,0273,0.9976
0281,3,0122,0.9877
0281,4,0130,0.9623
0281,5,0042,0.9449
0281,6,0066,0.9370
0281,7,0089,0.9330
0281,8,0134,0.9230
0281,9,0104,0.9223
0281,10,0108,0.9210
0606,1,0606,0.9993
0606,2,0646,0.9958
0606,3,0602,0.9956
0606,4,0696,0.9955
0606,5,0610,0.9940
0606,6,0586,0.9938
0606,7,0622,0.9937
0606,8,0585,0.9935
0606,9,0623,0.9933
0606,10,0582,0.9930
0402,1,0402,0.9995
0402,2,0398,0.9994
0402,3,0392,0.9993
0402,4,0391,0.9985
0402,5,0405,0.9975
0402,6,0404,0.9918
0402,7,0118,0.9689
0402,8,0002,0.9577
0402,9,0154,0.9330
0402,10,0005,0.9323
0672,1,0712,0.9989
0672,2,0467,0.9988
0672,3,0721,0.9988
0672,4,0742,0.9987
0672,5,0672,0.9986
0672,6,0473,0.9986
0672,7,0727,0.9985
0672,8,0659,0.9981
0672,9,0677,0.9981
0672,10,0657,0.9979
0315,1,0315,0.9988
0315,2,0361,0.9980
0315,3,0310,0.9977
0315,4,0337,0.9975
0315,5,0365,0.9967
0315,6,0288,0.9967
0315,7,0318,0.9966
0315,8,0545,0.9964
0315,9,0326,0.9959
0315,10,0541,0.9950
0166,1,0166,0.9992
0166,2,0231,0.9916
0166,3,0262,0.9911
0166,4,0086,0.9900
0166,5,0522,0.9897
0166,6,0074,0.9897
0166,7,0421,0.9891
0166,8,0385,0.9878
0166,9,0418,0.9874
0166,10,0446,0.9874
0322,1,0322,0.9992
0322,2,0295,0.9986
0322,3,0318,0.9978
0322,4,0337,0.9977
0322,5,0315,0.9971
0322,6,0296,0.9967
0322,7,0361,0.9962
0322,8,0319,0.9961
0322,9,0371,0.9960
0322,10,0300,0.9960
0727,1,0727,0.9988
0727,2,0742,0.9982
0727,3,0676,0.9981
0727,4,0609,0.9978
0727,5,0687,0.9977
0727,6,0677,0.9975
0727,7,0654,0.9975
0727,8,0720,0.9972
0727,9,0473,0.9972
0727,10,0630,0.9972
0002,1,0002,0.9989
0002,2,0118,0.9905
0002,3,0404,0.9786
0002,4,0405,0.9765
0002,5,0402,0.9730
0002,6,0005,0.9715
0002,7,0392,0.9688
0002,8,0398,0.9666
0002,9,0154,0.9636
0002,10,0391,0.9616
0182,1,0182,0.9994
0182,2,0180,0.9988
0182,3,0196,0.9987
0182,4,0192,0.9978
0182,5,0183,0.9954
0182,6,0216,0.9934
0182,7,0197,0.9933
0182,8,0205,0.9931
0182,9,0207,0.9927
0182,10,0027,0.9925
0132,1,0132,0.9996
0132,2,0126,0.9961
0132,3,0150,0.9954
0132,4,0129,0.9933
0132,5,0151,0.9933
0132,6,0142,0.9931
0132,7,0144,0.9910
0132,8,0143,0.9906
0132,9,0174,0.9873
0132,10,0173,0.9869
0685,1,0685,0.9997
0685,2,0677,0.9988
0685,3,0631,0.9985
0685,4,0597,0.9982
0685,5,0610,0.9980
0685,6,0630,0.9980
0685,7,0711,0.9980
0685,8,0727,0.9979
0685,9,0687,0.9975
0685,10,0585,0.9974
0005,1,0005,0.9995
0005,2,0154,0.9847
0005,3,0118,0.9807
0005,4,0006,0.9797
0005,5,0030,0.9770
0005,6,0219,0.9767
0005,7,0014,0.9709
0005,8,0197,0.9699
0005,9,0183,0.9698
0005,10,0035,0.9695
0494,1,0698,0.9986
0494,2,0494,0.9982
0494,3,0672,0.9979
0494,4,0477,0.9979
0494,5,0480,0.9976
0494,6,0660,0.9976
0494,7,0576,0.9972
0494,8,0476,0.9971
0494,9,0588,0.9971
0494,10,0063,0.9969
0173,1,0173,0.9995
0173,2,0172,0.9965
0173,3,0241,0.9954
0173,4,0129,0.9933
0173,5,0151,0.9929
0173,6,0240,0.9918
0173,7,0126,0.9909
0173,8,0086,0.9905
0173,9,0150,0.9899
0173,10,0174,0.9898
0063,1,0063,0.9994
0063,2,0476,0.9976
0063,3,0623,0.9972
0063,4,0660,0.9971
0063,5,0672,0.9964
0063,6,0576,0.9963
0063,7,0480,0.9962
0063,8,0518,0.9961
0063,9,0586,0.9960
0063,10,0770,0.9960
0365,1,0365,0.9994
0365,2,0373,0.9975
0365,3,0368,0.9974
0365,4,0486,0.9968
0365,5,0545,0.9966
0365,6,0288,0.9966
0365,7,0543,0.9965
0365,8,0380,0.9963
0365,9,0541,0.9957
0365,10,0546,0.9956
0486,1,0486,0.9998
0486,2,0554,0.9992
0486,3,0543,0.9985
0486,4,0546,0.9983
0486,5,0482,0.9980
0486,6,0420,0.9976
0486,7,0541,0.9973
0486,8,0507,0.9971
0486,9,0365,0.9964
0486,10,0485,0.9962
0774,1,0774,0.9987
0774,2,0772,0.9971
0774,3,0662,0.9970
0774,4,0625,0.9967
0774,5,0615,0.9960
0774,6,0711,0.9951
0774,7,0652,0.9945
0774,8,0581,0.9944
0774,9,0477,0.9943
0774,10,0612,0.9943
0477,1,0477,0.9996
0477,2,0630,0.9990
0477,3,0598,0.9987
0477,4,0615,0.9984
0477,5,0585,0.9983
0477,6,0677,0.9983
0477,7,0584,0.9981
0477,8,0588,0.9979
0477,9,0624,0.9978
0477,10,0586,0.9978
0653,1,0653,0.9993
0653,2,0770,0.9981
0653,3,0593,0.9975
0653,4,0602,0.9973
0653,5,0646,0.9972
0653,6,0631,0.9968
0653,7,0610,0.9968
0653,8,0582,0.9967
0653,9,0585,0.9966
0653,10,0721,0.9964
0663,1,0663,0.9991
0663,2,0721,0.9984
0663,3,0712,0.9983
0663,4,0657,0.9981
0663,5,0742,0.9980
0663,6,0659,0.9980
0663,7,0467,0.9977
0663,8,0720,0.9976
0663,9,0654,0.9973
0663,10,0473,0.9973
0231,1,0231,0.9990
0231,2,0569,0.9941
0231,3,0489,0.9936
0231,4,0494,0.9919
0231,5,0518,0.9917
0231,6,0262,0.9916
0231,7,0106,0.9885
0231,8,0476,0.9884
0231,9,0249,0.9884
0231,10,0113,0.9882
0177,1,0177,0.9994
0177,2,0218,0.9964
0177,3,0188,0.9602
0177,4,0219,0.9561
0177,5,0179,0.9526
0177,6,0035,0.9519
0177,7,0030,0.9515
0177,8,0038,0.9491
0177,9,0205,0.9477
0177,10,0014,0.9463
0485,1,0485,0.9993
0485,2,0482,0.9979
0485,3,0486,0.9968
0485,4,0507,0.9961
0485,5,0554,0.9961
0485,6,0546,0.9960
0485,7,0543,0.9956
0485,8,0420,0.9954
0485,9,0570,0.9953
0485,10,0541,0.9944
0106,1,0096,0.9943
0106,2,0102,0.9943
0106,3,0108,0.9938
0106,4,0106,0.9929
0106,5,0009,0.9925
0106,6,0101,0.9913
0106,7,0606,0.9894
0106,8,0696,0.9889
0106,9,0249,0.9888
0106,10,0480,0.9878
0192,1,0038,0.9987
0192,2,0205,0.9984
0192,3,0188,0.9981
0192,4,0179,0.9979
0192,5,0207,0.9974
0192,6,0014,0.9971
0192,7,0030,0.9970
0192,8,0035,0.9968
0192,9,0219,0.9966
0192,10,0197,0.9964
0151,1,0151,0.9995
0151,2,0129,0.9957
0151,3,0132,0.9935
0151,4,0173,0.9930
0151,5,0145,0.9925
0151,6,0126,0.9922
0151,7,0150,0.9918
0151,8,0172,0.9916
0151,9,0086,0.9909
0151,10,0144,0.9898
0074,1,0074,0.9998
0074,2,0510,0.9965
0074,3,0418,0.9954
0074,4,0446,0.9951
0074,5,0416,0.9947
0074,6,0117,0.9946
0074,7,0162,0.9938
0074,8,0566,0.9930
0074,9,0113,0.9925
0074,10,0262,0.9923
0609,1,0609,0.9995
0609,2,0590,0.9986
0609,3,0742,0.9983
0609,4,0584,0.9982
0609,5,0585,0.9982
0609,6,0687,0.9979
0609,7,0676,0.9979
0609,8,0727,0.9977
0609,9,0630,0.9976
0609,10,0598,0.9976
0035,1,0035,0.9997
0035,2,0038,0.9985
0035,3,0219,0.9972
0035,4,0179,0.9970
0035,5,0188,0.9967
0035,6,0205,0.9957
0035,7,0006,0.9953
0035,8,0014,0.9949
0035,9,0183,0.9949
0035,10,0027,0.9949
0515,1,0515,0.9989
0515,2,0566,0.9974
0515,3,0522,0.9973
0515,4,0545,0.9958
0515,5,0446,0.9947
0515,6,0482,0.9939
0515,7,0541,0.9937
0515,8,0546,0.9935
0515,9,0421,0.9928
0515,10,0332,0.9926
0659,1,0659,0.9995
0659,2,0687,0.9993
0659,3,0717,0.9992
0659,4,0721,0.9991
0659,5,0677,0.9989
0659,6,0742,0.9988
0659,7,0727,0.9988
0659,8,0609,0.9986
0659,9,0720,0.9986
0659,10,0654,0.9986
0306,1,0306,0.9992
0306,2,0388,0.9992
0306,3,0294,0.9969
0306,4,0373,0.9960
0306,5,0288,0.9956
0306,6,0368,0.9956
0306,7,0357,0.9953
0306,8,0318,0.9941
0306,9,0371,0.9937
0306,10,0365,0.9937
0108,1,0108,0.9995
0108,2,0106,0.9934
0108,3,0096,0.9913
0108,4,0101,0.9894
0108,5,0009,0.9874
0108,6,0249,0.9869
0108,7,0104,0.9866
0108,8,0113,0.9860
0108,9,0102,0.9858
0108,10,0262,0.9855
0391,1,0391,0.9980
0391,2,0392,0.9961
0391,3,0398,0.9961
0391,4,0402,0.9907
0391,5,0405,0.9843
0391,6,0404,0.9733
0391,7,0118,0.9565
0391,8,0002,0.9443
0391,9,0005,0.9202
0391,10,0154,0.9086
0489,1,0489,0.9996
0489,2,0510,0.9969
0489,3,0494,0.9959
0489,4,0416,0.9954
0489,5,0249,0.9946
0489,6,0262,0.9941
0489,7,0418,0.9938
0489,8,0113,0.9936
0489,9,0518,0.9932
0489,10,0231,0.9932
0461,1,0461,0.9998
0461,2,0699,0.9962
0461,3,0249,0.9954
0461,4,0590,0.9948
0461,5,0096,0.9945
0461,6,0761,0.9944
0461,7,0660,0.9943
0461,8,0576,0.9942
0461,9,0102,0.9940
0461,10,0588,0.9937
0240,1,0240,0.9997
0240,2,0173,0.9928
0240,3,0144,0.9903
0240,4,0129,0.9895
0240,5,0126,0.9895
0240,6,0241,0.9881
0240,7,0135,0.9879
0240,8,0247,0.9879
0240,9,0172,0.9852
0240,10,0132,0.9849
0216,1,0216,0.9987
0216,2,0038,0.9986
0216,3,0179,0.9984
0216,4,0027,0.9977
0216,5,0207,0.9975
0216,6,0014,0.9974
0216,7,0205,0.9969
0216,8,0219,0.9968
0216,9,0197,0.9966
0216,10,0188,0.9966
0038,1,0038,0.9996
0038,2,0014,0.9983
0038,3,0179,0.9982
0038,4,0197,0.9981
0038,5,0027,0.9978
0038,6,0205,0.9978
0038,7,0035,0.9977
0038,8,0207,0.9976
0038,9,0183,0.9976
0038,10,0006,0.9975
0598,1,0598,0.9996
0598,2,0582,0.9988
0598,3,0585,0.9988
0598,4,0586,0.9985
0598,5,0593,0.9982
0598,6,0610,0.9977
0598,7,0677,0.9976
0598,8,0609,0.9973
0598,9,0727,0.9973
0598,10,0646,0.9970
0482,1,0482,0.9998
0482,2,0486,0.9987
0482,3,0507,0.9987
0482,4,0546,0.9985
0482,5,0543,0.9985
0482,6,0554,0.9984
0482,7,0541,0.9979
0482,8,0485,0.9975
0482,9,0545,0.9973
0482,10,0420,0.9963
0662,1,0662,0.9993
0662,2,0772,0.9978
0662,3,0477,0.9972
0662,4,0090,0.9972
0662,5,0615,0.9971
0662,6,0110,0.9969
0662,7,0774,0.9963
0662,8,0630,0.9960
0662,9,0063,0.9959
0662,10,0625,0.9958
0696,1,0696,0.9993
0696,2,0646,0.9983
0696,3,0606,0.9983
0696,4,0602,0.9978
0696,5,0623,0.9977
0696,6,0585,0.9969
0696,7,0622,0.9967
0696,8,0586,0.9963
0696,9,0576,0.9961
0696,10,0480,0.9959
0473,1,0473,0.9996
0473,2,0467,0.9987
0473,3,0742,0.9987
0473,4,0631,0.9985
0473,5,0654,0.9984
0473,6,0677,0.9984
0473,7,0727,0.9983
0473,8,0659,0.9982
0473,9,0721,0.9980
0473,10,0687,0.9980
0593,1,0593,0.9986
0593,2,0653,0.9975
0593,3,0582,0.9971
0593,4,0770,0.9959
0593,5,0602,0.9957
0593,6,0646,0.9955
0593,7,0610,0.9954
0593,8,0585,0.9948
0593,9,0586,0.9944
0593,10,0598,0.9943
0197,1,0197,0.9989
0197,2,0179,0.9987
