Query_ID,Match_Rank,Gallery_ID,Similarity
0385,3,0380,0.9161
0385,4,0371,0.9112
0385,5,0369,0.9025
0385,6,0166,0.8929
0385,7,0117,0.8927
0385,8,0368,0.8899
0385,9,0365,0.8786
0385,10,0241,0.8770
0142,1,0142,0.9993
0142,2,0150,0.9982
0142,3,0126,0.9970
0142,4,0143,0.9970
0142,5,0135,0.9949
0142,6,0129,0.9948
0142,7,0144,0.9948
0142,8,0151,0.9942
0142,9,0174,0.9940
0142,10,0132,0.9925
0180,1,0180,0.9996
0180,2,0182,0.9942
0180,3,0196,0.9814
0180,4,0205,0.9522
0180,5,0197,0.9475
0180,6,0183,0.9256
0180,7,0192,0.9197
0180,8,0216,0.9024
0180,9,0247,0.8981
0180,10,0207,0.8925
0610,1,0610,0.9988
0610,2,0585,0.9905
0610,3,0602,0.9852
0610,4,0582,0.9790
0610,5,0593,0.9709
0610,6,0677,0.9692
0610,7,0598,0.9687
0610,8,0467,0.9675
0610,9,0615,0.9673
0610,10,0775,0.9657
0369,1,0369,0.9916
0369,2,0371,0.9767
0369,3,0357,0.9751
0369,4,0368,0.9728
0369,5,0365,0.9714
0369,6,0380,0.9698
0369,7,0319,0.9693
0369,8,0295,0.9684
0369,9,0296,0.9679
0369,10,0318,0.9677
0154,1,0154,0.9990
0154,2,0118,0.9470
0154,3,0405,0.9025
0154,4,0404,0.8983
0154,5,0402,0.8905
0154,6,0398,0.8877
0154,7,0392,0.8848
0154,8,0391,0.8759
0154,9,0122,0.8330
0154,10,0002,0.8289
0507,1,0507,0.9982
0507,2,0545,0.9880
0507,3,0546,0.9869
0507,4,0543,0.9840
0507,5,0482,0.9806
0507,6,0541,0.9788
0507,7,0485,0.9780
0507,8,0486,0.9774
0507,9,0515,0.9747
0507,10,0554,0.9613
0145,1,0145,0.9985
0145,2,0174,0.9965
0145,3,0129,0.9940
0145,4,0143,0.9920
0145,5,0150,0.9919
0145,6,0151,0.9909
0145,7,0132,0.9892
0145,8,0144,0.9892
0145,9,0126,0.9876
0145,10,0142,0.9847
0065,1,0065,0.9999
0065,2,0066,0.9914
0065,3,0122,0.9406
0065,4,0134,0.9027
0065,5,0130,0.9021
0065,6,0281,0.8656
0065,7,0273,0.8609
0065,8,0118,0.8347
0065,9,0151,0.7669
0065,10,0172,0.7622
0143,1,0143,0.9998
0143,2,0150,0.9981
0143,3,0129,0.9977
0143,4,0126,0.9972
0143,5,0144,0.9967
0143,6,0174,0.9967
0143,7,0151,0.9959
0143,8,0142,0.9958
0143,9,0132,0.9953
0143,10,0135,0.9920
0014,1,0014,0.9999
0014,2,0038,0.9988
0014,3,0027,0.9952
0014,4,0030,0.9938
0014,5,0035,0.9885
0014,6,0205,0.7682
0014,7,0197,0.7428
0014,8,0183,0.7419
0014,9,0180,0.7278
0014,10,0182,0.7171
0775,1,0775,0.9950
0775,2,0729,0.9747
0775,3,0473,0.9668
0775,4,0467,0.9661
0775,5,0677,0.9654
0775,6,0711,0.9619
0775,7,0721,0.9608
0775,8,0772,0.9601
0775,9,0610,0.9600
0775,10,0771,0.9599
0300,1,0300,0.9973
0300,2,0295,0.9971
0300,3,0296,0.9935
0300,4,0357,0.9809
0300,5,0318,0.9788
0300,6,0319,0.9731
0300,7,0322,0.9681
0300,8,0361,0.9656
0300,9,0337,0.9654
0300,10,0315,0.9608
0676,1,0676,0.9965
0676,2,0727,0.9859
0676,3,0717,0.9848
0676,4,0677,0.9848
0676,5,0662,0.9846
0676,6,0654,0.9834
0676,7,0624,0.9830
0676,8,0631,0.9828
0676,9,0672,0.9828
0676,10,0630,0.9818
0361,1,0361,0.9979
0361,2,0337,0.9934
0361,3,0315,0.9931
0361,4,0310,0.9916
0361,5,0326,0.9909
0361,6,0318,0.9899
0361,7,0319,0.9898
0361,8,0288,0.9854
0361,9,0296,0.9827
0361,10,0344,0.9824
0089,1,0089,0.9949
0089,2,0101,0.9219
0089,3,0104,0.9207
0089,4,0102,0.9203
0089,5,0009,0.9000
0089,6,0090,0.8915
0089,7,0110,0.8859
0089,8,0106,0.8627
0089,9,0042,0.8576
0089,10,0699,0.8520
0476,1,0476,0.9953
0476,2,0480,0.9877
0476,3,0770,0.9853
0476,4,0623,0.9852
0476,5,0646,0.9824
0476,6,0660,0.9799
0476,7,0685,0.9792
0476,8,0712,0.9780
0476,9,0727,0.9739
0476,10,0720,0.9724
0543,1,0543,0.9972
0543,2,0546,0.9890
0543,3,0541,0.9857
0543,4,0486,0.9811
0543,5,0545,0.9798
0543,6,0507,0.9794
0543,7,0482,0.9674
0543,8,0515,0.9611
0543,9,0417,0.9605
0543,10,0420,0.9602
0380,1,0380,0.9975
0380,2,0369,0.9902
0380,3,0365,0.9896
0380,4,0368,0.9866
0380,5,0344,0.9823
0380,6,0371,0.9820
0380,7,0315,0.9770
0380,8,0319,0.9763
0380,9,0337,0.9745
0380,10,0361,0.9738
0654,1,0467,0.9929
0654,2,0654,0.9925
0654,3,0473,0.9924
0654,4,0677,0.9917
0654,5,0721,0.9887
0654,6,0659,0.9881
0654,7,0631,0.9879
0654,8,0712,0.9876
0654,9,0672,0.9856
0654,10,0652,0.9837
0205,1,0205,0.9984
0205,2,0183,0.9970
0205,3,0197,0.9928
0205,4,0216,0.9877
0205,5,0207,0.9741
0205,6,0179,0.9739
0205,7,0188,0.9685
0205,8,0219,0.9580
0205,9,0006,0.9516
0205,10,0180,0.9484
0241,1,0241,0.9965
0241,2,0173,0.9501
0241,3,0299,0.9491
0241,4,0166,0.9265
0241,5,0086,0.9257
0241,6,0446,0.9080
0241,7,0298,0.9074
0241,8,0117,0.9004
0241,9,0074,0.8906
0241,10,0061,0.8790
0295,1,0295,0.9954
0295,2,0300,0.9911
0295,3,0296,0.9911
0295,4,0357,0.9810
0295,5,0318,0.9784
0295,6,0319,0.9705
0295,7,0361,0.9654
0295,8,0337,0.9632
0295,9,0315,0.9629
0295,10,0326,0.9610
0569,1,0569,0.9978
0569,2,0231,0.9351
0569,3,0522,0.9318
0569,4,0518,0.9306
0569,5,0482,0.9273
0569,6,0417,0.9178
0569,7,0485,0.9161
0569,8,0541,0.9138
0569,9,0546,0.9100
0569,10,0515,0.9046
0582,1,0582,0.9910
0582,2,0610,0.9760
0582,3,0585,0.9756
0582,4,0602,0.9719
0582,5,0593,0.9639
0582,6,0606,0.9609
0582,7,0598,0.9552
0582,8,0717,0.9504
0582,9,0696,0.9500
0582,10,0753,0.9462
0332,1,0332,0.9987
0332,2,0337,0.9886
0332,3,0344,0.9834
0332,4,0361,0.9802
0332,5,0288,0.9798
0332,6,0318,0.9797
0332,7,0315,0.9788
0332,8,0310,0.9732
0332,9,0319,0.9729
0332,10,0365,0.9712
0337,1,0337,0.9980
0337,2,0318,0.9950
0337,3,0315,0.9947
0337,4,0344,0.9944
0337,5,0319,0.9930
0337,6,0361,0.9910
0337,7,0310,0.9903
0337,8,0326,0.9896
0337,9,0365,0.9872
0337,10,0368,0.9839
0288,1,0288,0.9964
0288,2,0361,0.9828
0288,3,0337,0.9811
0288,4,0306,0.9786
0288,5,0332,0.9786
0288,6,0318,0.9778
0288,7,0296,0.9722
0288,8,0326,0.9719
0288,9,0315,0.9712
0288,10,0295,0.9690
0102,1,0102,0.9817
0102,2,0090,0.9729
0102,3,0590,0.9513
0102,4,0576,0.9498
0102,5,0009,0.9441
0102,6,0597,0.9418
0102,7,0586,0.9388
0102,8,0776,0.9342
0102,9,0609,0.9272
0102,10,0699,0.9212
0096,1,0096,0.9965
0096,2,0101,0.9518
0096,3,0009,0.9506
0096,4,0106,0.9491
0096,5,0113,0.9427
0096,6,0108,0.9348
0096,7,0102,0.9317
0096,8,0110,0.9152
0096,9,0104,0.9057
0096,10,0614,0.9031
0624,1,0624,0.9980
0624,2,0631,0.9923
0624,3,0630,0.9917
0624,4,0672,0.9909
0624,5,0727,0.9902
0624,6,0663,0.9895
0624,7,0720,0.9890
0624,8,0668,0.9889
0624,9,0711,0.9888
0624,10,0654,0.9884
0625,1,0625,0.9970
0625,2,0634,0.9796
0625,3,0662,0.9759
0625,4,0772,0.9756
0625,5,0676,0.9731
0625,6,0654,0.9731
0625,7,0477,0.9708
0625,8,0652,0.9698
0625,9,0630,0.9695
0625,10,0729,0.9649
0677,1,0677,0.9965
0677,2,0467,0.9918
0677,3,0631,0.9902
0677,4,0721,0.9902
0677,5,0712,0.9892
0677,6,0654,0.9878
0677,7,0630,0.9872
0677,8,0720,0.9871
0677,9,0672,0.9857
0677,10,0473,0.9849
0296,1,0296,0.9969
0296,2,0295,0.9912
0296,3,0300,0.9858
0296,4,0357,0.9829
0296,5,0361,0.9779
0296,6,0318,0.9778
0296,7,0322,0.9753
0296,8,0319,0.9742
0296,9,0315,0.9719
0296,10,0326,0.9713
0273,1,0273,1.0000
0273,2,0281,0.9971
0273,3,0066,0.9092
0273,4,0122,0.8672
0273,5,0065,0.8646
0273,6,0118,0.7428
0273,7,0130,0.7163
0273,8,0134,0.6890
0273,9,0154,0.5570
0273,10,0172,0.5140
0545,1,0545,0.9984
0545,2,0507,0.9887
0545,3,0482,0.9804
0545,4,0515,0.9797
0545,5,0546,0.9782
0545,6,0543,0.9780
0545,7,0541,0.9738
0545,8,0486,0.9720
0545,9,0485,0.9661
0545,10,0566,0.9656
0247,1,0247,0.9921
0247,2,0196,0.9624
0247,3,0182,0.9519
0247,4,0180,0.9454
0247,5,0240,0.9233
0247,6,0005,0.8797
0247,7,0192,0.8710
0247,8,0205,0.8434
0247,9,0197,0.8297
0247,10,0237,0.8245
0249,1,0249,0.9968
0249,2,0761,0.9673
0249,3,0477,0.9672
0249,4,0768,0.9650
0249,5,0720,0.9644
0249,6,0630,0.9622
0249,7,0461,0.9612
0249,8,0698,0.9573
0249,9,0672,0.9568
0249,10,0624,0.9563
0144,1,0144,0.9991
0144,2,0129,0.9980
0144,3,0135,0.9974
0144,4,0143,0.9967
0144,5,0150,0.9966
0144,6,0142,0.9951
0144,7,0174,0.9941
0144,8,0126,0.9938
0144,9,0151,0.9898
0144,10,0132,0.9889
0392,1,0392,1.0000
0392,2,0391,0.9994
0392,3,0402,0.9993
0392,4,0398,0.9992
0392,5,0404,0.9987
0392,6,0405,0.9981
0392,7,0154,0.8752
0392,8,0118,0.8150
0392,9,0002,0.7157
0392,10,0122,0.6880
0326,1,0326,0.9963
0326,2,0318,0.9878
0326,3,0315,0.9872
0326,4,0319,0.9869
0326,5,0337,0.9828
0326,6,0310,0.9822
0326,7,0361,0.9809
0326,8,0344,0.9806
0326,9,0357,0.9774
0326,10,0368,0.9747
0417,1,0417,0.9937
0417,2,0546,0.9731
0417,3,0486,0.9723
0417,4,0541,0.9693
0417,5,0543,0.9670
0417,6,0507,0.9608
0417,7,0482,0.9601
0417,8,0485,0.9600
0417,9,0554,0.9587
0417,10,0420,0.9532
0581,1,0581,0.9939
0581,2,0615,0.9786
0581,3,0612,0.9727
0581,4,0609,0.9726
0581,5,0602,0.9655
0581,6,0663,0.9627
0581,7,0588,0.9617
0581,8,0624,0.9616
0581,9,0668,0.9612
0581,10,0598,0.9595
0281,1,0281,0.9999
0281,2,0273,0.9972
0281,3,0066,0.9157
0281,4,0122,0.8809
0281,5,0065,0.8754
0281,6,0118,0.7647
0281,7,0130,0.7430
0281,8,0134,0.7169
0281,9,0154,0.5898
0281,10,0172,0.5515
0606,1,0606,0.9916
0606,2,0593,0.9654
0606,3,0585,0.9627
0606,4,0610,0.9559
0606,5,0646,0.9503
0606,6,0696,0.9494
0606,7,0582,0.9472
0606,8,0742,0.9470
0606,9,0602,0.9445
0606,10,0753,0.9417
0402,1,0402,0.9999
0402,2,0398,0.9998
0402,3,0392,0.9997
0402,4,0391,0.9995
0402,5,0404,0.9994
0402,6,0405,0.9992
0402,7,0154,0.8807
0402,8,0118,0.8193
0402,9,0002,0.7174
0402,10,0122,0.6961
0672,1,0677,0.9930
0672,2,0672,0.9927
0672,3,0721,0.9916
0672,4,0467,0.9894
0672,5,0473,0.9893
0672,6,0727,0.9892
0672,7,0631,0.9865
0672,8,0717,0.9854
0672,9,0685,0.9852
0672,10,0712,0.9843
0315,1,0315,0.9959
0315,2,0310,0.9880
0315,3,0337,0.9874
0315,4,0319,0.9874
0315,5,0326,0.9865
0315,6,0344,0.9855
0315,7,0368,0.9854
0315,8,0365,0.9836
0315,9,0318,0.9834
0315,10,0361,0.9834
0166,1,0166,0.9888
0166,2,0117,0.9653
0166,3,0173,0.9529
0166,4,0241,0.9493
0166,5,0086,0.9317
0166,6,0061,0.9239
0166,7,0298,0.9146
0166,8,0074,0.9138
0166,9,0385,0.9088
0166,10,0299,0.8993
0322,1,0322,0.9979
0322,2,0296,0.9819
0322,3,0295,0.9695
0322,4,0300,0.9690
0322,5,0361,0.9620
0322,6,0288,0.9598
0322,7,0319,0.9541
0322,8,0310,0.9535
0322,9,0327,0.9524
0322,10,0337,0.9507
0727,1,0624,0.9868
0727,2,0727,0.9862
0727,3,0676,0.9836
0727,4,0687,0.9830
0727,5,0654,0.9826
0727,6,0711,0.9821
0727,7,0659,0.9815
0727,8,0630,0.9809
0727,9,0631,0.9805
0727,10,0672,0.9800
0002,1,0002,0.9991
0002,2,0005,0.9763
0002,3,0192,0.9273
0002,4,0006,0.8817
0002,5,0219,0.8790
0002,6,0218,0.8779
0002,7,0196,0.8701
0002,8,0207,0.8586
0002,9,0177,0.8467
0002,10,0182,0.8428
0182,1,0182,0.9994
0182,2,0180,0.9980
0182,3,0196,0.9925
0182,4,0205,0.9455
0182,5,0192,0.9385
0182,6,0197,0.9364
0182,7,0183,0.9208
0182,8,0005,0.9139
0182,9,0247,0.9094
0182,10,0216,0.9050
0132,1,0132,0.9997
0132,2,0126,0.9992
0132,3,0142,0.9966
0132,4,0151,0.9963
0132,5,0143,0.9961
0132,6,0150,0.9954
0132,7,0129,0.9923
0132,8,0174,0.9921
0132,9,0144,0.9877
0132,10,0135,0.9827
0685,1,0685,0.9909
0685,2,0742,0.9813
0685,3,0727,0.9744
0685,4,0687,0.9722
0685,5,0717,0.9720
0685,6,0622,0.9711
0685,7,0624,0.9708
0685,8,0476,0.9677
0685,9,0631,0.9677
0685,10,0711,0.9675
0005,1,0005,0.9992
0005,2,0192,0.9810
0005,3,0002,0.9746
0005,4,0196,0.9392
0005,5,0006,0.9378
0005,6,0219,0.9341
0005,7,0207,0.9258
0005,8,0182,0.9194
0005,9,0188,0.9010
0005,10,0216,0.8987
0494,1,0494,0.9919
0494,2,0510,0.9498
0494,3,0518,0.9447
0494,4,0489,0.9395
0494,5,0063,0.9212
0494,6,0427,0.9191
0494,7,0622,0.9167
0494,8,0612,0.9084
0494,9,0634,0.8984
0494,10,0231,0.8951
0173,1,0173,0.9967
0173,2,0241,0.9673
0173,3,0166,0.9575
0173,4,0117,0.9362
0173,5,0299,0.9132
0173,6,0086,0.9049
0173,7,0074,0.9043
0173,8,0298,0.9040
0173,9,0061,0.8797
0173,10,0162,0.8781
0063,1,0063,0.9941
0063,2,0622,0.9717
0063,3,0476,0.9583
0063,4,0685,0.9430
0063,5,0742,0.9414
0063,6,0761,0.9338
0063,7,0623,0.9307
0063,8,0660,0.9300
0063,9,0480,0.9299
0063,10,0727,0.9266
0365,1,0365,0.9966
0365,2,0380,0.9892
0365,3,0369,0.9841
0365,4,0368,0.9839
0365,5,0344,0.9808
0365,6,0373,0.9805
0365,7,0315,0.9799
0365,8,0371,0.9781
0365,9,0337,0.9765
0365,10,0319,0.9757
0486,1,0486,0.9985
0486,2,0546,0.9881
0486,3,0507,0.9860
0486,4,0543,0.9825
0486,5,0554,0.9823
0486,6,0420,0.9810
0486,7,0545,0.9768
0486,8,0541,0.9731
0486,9,0482,0.9724
0486,10,0417,0.9724
0774,1,0774,0.9888
0774,2,0771,0.9424
0774,3,0717,0.9416
0774,4,0753,0.9388
0774,5,0676,0.9308
0774,6,0742,0.9247
0774,7,0729,0.9229
0774,8,0662,0.9201
0774,9,0727,0.9127
0774,10,0653,0.9099
0477,1,0477,0.9978
0477,2,0631,0.9905
0477,3,0630,0.9900
0477,4,0624,0.9865
0477,5,0676,0.9859
0477,6,0727,0.9858
0477,7,0687,0.9853
0477,8,0672,0.9848
0477,9,0711,0.9841
0477,10,0467,0.9836
0653,1,0653,0.9970
0653,2,0480,0.9618
0653,3,0753,0.9547
0653,4,0770,0.9506
0653,5,0696,0.9472
0653,6,0623,0.9471
0653,7,0593,0.9441
0653,8,0717,0.9440
0653,9,0473,0.9413
0653,10,0646,0.9388
0663,1,0663,0.9990
0663,2,0654,0.9921
0663,3,0630,0.9901
0663,4,0624,0.9899
0663,5,0631,0.9885
0663,6,0720,0.9869
0663,7,0677,0.9859
0663,8,0672,0.9859
0663,9,0712,0.9844
0663,10,0659,0.9839
0231,1,0231,0.9942
0231,2,0522,0.9280
0231,3,0569,0.9266
0231,4,0489,0.9260
0231,5,0418,0.9232
0231,6,0494,0.9206
0231,7,0262,0.9146
0231,8,0510,0.9111
0231,9,0518,0.9084
0231,10,0237,0.8758
0177,1,0177,0.9998
0177,2,0218,0.9971
0177,3,0006,0.8981
0177,4,0219,0.8960
0177,5,0188,0.8828
0177,6,0207,0.8637
0177,7,0179,0.8516
0177,8,0005,0.8454
0177,9,0192,0.8433
0177,10,0002,0.8417
0485,1,0485,0.9969
0485,2,0482,0.9821
0485,3,0541,0.9650
0485,4,0546,0.9645
0485,5,0570,0.9632
0485,6,0417,0.9629
0485,7,0507,0.9626
0485,8,0545,0.9546
0485,9,0515,0.9482
0485,10,0543,0.9475
0106,1,0102,0.9625
0106,2,0009,0.9502
0106,3,0104,0.9477
0106,4,0101,0.9466
0106,5,0106,0.9437
0106,6,0089,0.9121
0106,7,0105,0.9117
0106,8,0110,0.8976
0106,9,0096,0.8933
0106,10,0090,0.8923
0192,1,0192,0.9940
0192,2,0006,0.9900
0192,3,0219,0.9869
0192,4,0207,0.9822
0192,5,0005,0.9718
0192,6,0188,0.9681
0192,7,0216,0.9634
0192,8,0179,0.9441
0192,9,0183,0.9273
0192,10,0205,0.9178
0151,1,0151,0.9997
0151,2,0132,0.9975
0151,3,0150,0.9973
0151,4,0143,0.9971
0151,5,0126,0.9970
0151,6,0142,0.9959
0151,7,0174,0.9956
0151,8,0129,0.9934
0151,9,0144,0.9903
0151,10,0145,0.9861
0074,1,0074,0.9984
0074,2,0086,0.9565
0074,3,0450,0.9388
0074,4,0421,0.9321
0074,5,0446,0.9293
0074,6,0566,0.9220
0074,7,0117,0.9196
0074,8,0456,0.9179
0074,9,0061,0.9083
0074,10,0543,0.9004
0609,1,0609,0.9973
0609,2,0588,0.9841
0609,3,0584,0.9804
0609,4,0576,0.9730
0609,5,0598,0.9689
0609,6,0614,0.9681
0609,7,0615,0.9654
0609,8,0581,0.9633
0609,9,0597,0.9619
0609,10,0663,0.9608
0035,1,0038,0.9990
0035,2,0014,0.9988
0035,3,0027,0.9959
0035,4,0030,0.9933
0035,5,0035,0.9928
0035,6,0205,0.7855
0035,7,0197,0.7622
0035,8,0183,0.7598
0035,9,0180,0.7415
0035,10,0182,0.7287
0515,1,0515,0.9960
0515,2,0545,0.9797
0515,3,0482,0.9743
0515,4,0507,0.9719
0515,5,0546,0.9687
0515,6,0486,0.9626
0515,7,0485,0.9608
0515,8,0541,0.9577
0515,9,0543,0.9575
0515,10,0566,0.9454
0659,1,0659,0.9992
0659,2,0657,0.9956
0659,3,0467,0.9908
0659,4,0631,0.9886
0659,5,0687,0.9879
0659,6,0654,0.9875
0659,7,0721,0.9869
0659,8,0720,0.9856
0659,9,0624,0.9851
0659,10,0677,0.9846
0306,1,0306,0.9951
0306,2,0310,0.9832
0306,3,0388,0.9809
0306,4,0337,0.9802
0306,5,0361,0.9797
0306,6,0326,0.9785
0306,7,0315,0.9784
0306,8,0319,0.9764
0306,9,0288,0.9747
0306,10,0318,0.9724
0108,1,0108,0.9988
0108,2,0106,0.9597
0108,3,0113,0.9524
0108,4,0096,0.9516
0108,5,0104,0.9471
0108,6,0101,0.9214
0108,7,0110,0.8970
0108,8,0105,0.8938
0108,9,0009,0.8922
0108,10,0102,0.8676
0391,1,0391,0.9998
0391,2,0392,0.9995
0391,3,0398,0.9990
0391,4,0402,0.9988
0391,5,0404,0.9974
0391,6,0405,0.9968
0391,7,0154,0.8644
0391,8,0118,0.8053
0391,9,0002,0.7078
0391,10,0122,0.6813
0489,1,0489,0.9977
0489,2,0510,0.9786
0489,3,0518,0.9634
0489,4,0494,0.9629
0489,5,0427,0.9486
0489,6,0416,0.9228
0489,7,0231,0.9198
0489,8,0418,0.9065
0489,9,0522,0.9009
0489,10,0569,0.8991
0461,1,0461,0.9981
0461,2,0712,0.9903
0461,3,0720,0.9886
0461,4,0727,0.9835
0461,5,0630,0.9819
0461,6,0676,0.9812
0461,7,0672,0.9808
0461,8,0654,0.9804
0461,9,0677,0.9797
0461,10,0631,0.9794
0240,1,0240,0.9992
0240,2,0247,0.9496
0240,3,0237,0.9140
0240,4,0196,0.8425
0240,5,0418,0.8373
0240,6,0182,0.8228
0240,7,0002,0.8178
0240,8,0005,0.8129
0240,9,0180,0.8077
0240,10,0371,0.8075
0216,1,0216,0.9999
0216,2,0207,0.9943
0216,3,0188,0.9939
0216,4,0179,0.9930
0216,5,0183,0.9898
0216,6,0219,0.9883
0216,7,0006,0.9839
0216,8,0205,0.9792
0216,9,0197,0.9666
0216,10,0192,0.9599
0038,1,0014,0.9995
0038,2,0038,0.9995
0038,3,0027,0.9955
0038,4,0030,0.9953
0038,5,0035,0.9897
0038,6,0205,0.7738
0038,7,0183,0.7478
0038,8,0197,0.7471
0038,9,0180,0.7337
0038,10,0182,0.7240
0598,1,0598,0.9992
0598,2,0585,0.9805
0598,3,0584,0.9782
0598,4,0588,0.9776
0598,5,0609,0.9720
0598,6,0602,0.9704
0598,7,0610,0.9697
0598,8,0586,0.9619
0598,9,0606,0.9616
0598,10,0582,0.9613
0482,1,0482,0.9993
0482,2,0485,0.9824
0482,3,0507,0.9766
0482,4,0546,0.9756
0482,5,0541,0.9755
0482,6,0545,0.9741
0482,7,0515,0.9700
0482,8,0566,0.9671
0482,9,0486,0.9653
0482,10,0417,0.9649
0662,1,0662,0.9955
0662,2,0772,0.9880
0662,3,0771,0.9840
0662,4,0729,0.9827
0662,5,0676,0.9799
0662,6,0652,0.9728
0662,7,0654,0.9727
0662,8,0672,0.9715
0662,9,0631,0.9685
0662,10,0677,0.9685
0696,1,0696,0.9968
0696,2,0770,0.9847
0696,3,0623,0.9780
0696,4,0646,0.9763
0696,5,0480,0.9731
0696,6,0721,0.9639
0696,7,0467,0.9618
0696,8,0687,0.9585
0696,9,0610,0.9581
0696,10,0677,0.9561
0473,1,0473,0.9968
0473,2,0677,0.9901
0473,3,0467,0.9871
0473,4,0676,0.9866
0473,5,0672,0.9849
0473,6,0721,0.9839
0473,7,0654,0.9837
0473,8,0727,0.9832
0473,9,0631,0.9831
0473,10,0652,0.9826
0593,1,0593,0.9821
0593,2,0606,0.9720
0593,3,0585,0.9601
0593,4,0610,0.9545
0593,5,0602,0.9541
0593,6,0582,0.9494
0593,7,0653,0.9475
0593,8,0696,0.9449
0593,9,0646,0.9436
0593,10,0480,0.9301
0197,1,0197,0.9983
0197,2,0205,0.9962
