rank,vehicle_id,views_fused,similarity
35,0009,35,0.9943
36,0009,36,0.9945
37,0009,37,0.9949
38,0009,38,0.9951
39,0009,39,0.9952
40,0009,40,0.9955
41,0009,41,0.9957
42,0009,42,0.9960
43,0009,43,0.9962
44,0009,44,0.9963
45,0009,45,0.9965
46,0009,46,0.9966
47,0009,47,0.9968
48,0009,48,0.9970
49,0009,49,0.9971
50,0009,50,0.9973
51,0009,51,0.9974
52,0009,52,0.9975
53,0009,53,0.9976
54,0009,54,0.9977
55,0009,55,0.9977
56,0009,56,0.9978
57,0009,57,0.9978
58,0009,58,0.9979
59,0009,59,0.9980
60,0009,60,0.9981
61,0009,61,0.9981
62,0009,62,0.9982
63,0009,63,0.9983
64,0009,64,0.9983
65,0009,65,0.9984
1,0014,1,0.9672
2,0014,2,0.9752
3,0014,3,0.9802
4,0014,4,0.9922
5,0014,5,0.9962
6,0014,6,0.9961
7,0014,7,0.9959
8,0014,8,0.9974
9,0014,9,0.9974
10,0014,10,0.9982
11,0014,11,0.9981
12,0014,12,0.9987
13,0014,13,0.9986
14,0014,14,0.9985
15,0014,15,0.9984
16,0014,16,0.9985
17,0014,17,0.9988
18,0014,18,0.9987
19,0014,19,0.9987
20,0014,20,0.9988
21,0014,21,0.9991
22,0014,22,0.9992
23,0014,23,0.9991
24,0014,24,0.9991
25,0014,25,0.9992
26,0014,26,0.9993
27,0014,27,0.9993
28,0014,28,0.9993
29,0014,29,0.9994
30,0014,30,0.9994
31,0014,31,0.9995
32,0014,32,0.9995
33,0014,33,0.9995
34,0014,34,0.9995
35,0014,35,0.9995
36,0014,36,0.9995
37,0014,37,0.9996
38,0014,38,0.9996
39,0014,39,0.9996
40,0014,40,0.9996
41,0014,41,0.9996
42,0014,42,0.9996
43,0014,43,0.9996
44,0014,44,0.9996
45,0014,45,0.9997
1,0027,1,0.9788
2,0027,2,0.9812
3,0027,3,0.9824
4,0027,4,0.9829
5,0027,5,0.9901
6,0027,6,0.9928
7,0027,7,0.9935
8,0027,8,0.9941
9,0027,9,0.9962
10,0027,10,0.9961
11,0027,11,0.9966
12,0027,12,0.9968
13,0027,13,0.9971
14,0027,14,0.9971
15,0027,15,0.9970
16,0027,16,0.9970
17,0027,17,0.9972
18,0027,18,0.9972
19,0027,19,0.9972
20,0027,20,0.9973
21,0027,21,0.9978
22,0027,22,0.9979
23,0027,23,0.9979
24,0027,24,0.9980
25,0027,25,0.9981
26,0027,26,0.9981
27,0027,27,0.9981
28,0027,28,0.9983
29,0027,29,0.9982
30,0027,30,0.9984
31,0027,31,0.9984
32,0027,32,0.9984
33,0027,33,0.9985
34,0027,34,0.9986
35,0027,35,0.9986
36,0027,36,0.9987
37,0027,37,0.9988
38,0027,38,0.9988
39,0027,39,0.9989
40,0027,40,0.9990
1,0030,1,0.9571
2,0030,2,0.9615
3,0030,3,0.9870
4,0030,4,0.9939
5,0030,5,0.9934
6,0030,6,0.9919
7,0030,7,0.9912
8,0030,8,0.9899
9,0030,9,0.9885
10,0030,10,0.9877
11,0030,11,0.9913
12,0030,12,0.9916
13,0030,13,0.9936
14,0030,14,0.9950
15,0030,15,0.9959
16,0030,16,0.9959
17,0030,17,0.9957
18,0030,18,0.9957
19,0030,19,0.9956
20,0030,20,0.9956
21,0030,21,0.9954
22,0030,22,0.9953
23,0030,23,0.9952
24,0030,24,0.9951
25,0030,25,0.9959
26,0030,26,0.9966
27,0030,27,0.9966
28,0030,28,0.9971
29,0030,29,0.9970
30,0030,30,0.9973
31,0030,31,0.9974
32,0030,32,0.9975
33,0030,33,0.9975
34,0030,34,0.9976
1,0035,1,0.9785
2,0035,2,0.9800
3,0035,3,0.9810
4,0035,4,0.9940
5,0035,5,0.9926
6,0035,6,0.9962
7,0035,7,0.9978
8,0035,8,0.9988
9,0035,9,0.9990
10,0035,10,0.9989
11,0035,11,0.9990
12,0035,12,0.9992
13,0035,13,0.9993
14,0035,14,0.9993
15,0035,15,0.9993
16,0035,16,0.9992
17,0035,17,0.9994
18,0035,18,0.9994
19,0035,19,0.9993
20,0035,20,0.9994
21,0035,21,0.9993
22,0035,22,0.9994
23,0035,23,0.9994
24,0035,24,0.9995
25,0035,25,0.9996
26,0035,26,0.9996
27,0035,27,0.9995
28,0035,28,0.9996
29,0035,29,0.9995
30,0035,30,0.9995
31,0035,31,0.9995
32,0035,32,0.9995
33,0035,33,0.9995
34,0035,34,0.9996
35,0035,35,0.9996
36,0035,36,0.9996
1,0038,1,0.9771
2,0038,2,0.9944
3,0038,3,0.9991
4,0038,4,0.9986
5,0038,5,0.9975
6,0038,6,0.9963
7,0038,7,0.9983
8,0038,8,0.9981
9,0038,9,0.9989
10,0038,10,0.9984
11,0038,11,0.9979
12,0038,12,0.9985
13,0038,13,0.9987
14,0038,14,0.9987
15,0038,15,0.9991
16,0038,16,0.9991
17,0038,17,0.9993
18,0038,18,0.9992
19,0038,19,0.9991
20,0038,20,0.9990
21,0038,21,0.9987
22,0038,22,0.9987
23,0038,23,0.9986
24,0038,24,0.9988
25,0038,25,0.9987
26,0038,26,0.9987
27,0038,27,0.9986
28,0038,28,0.9986
29,0038,29,0.9985
30,0038,30,0.9985
31,0038,31,0.9986
32,0038,32,0.9985
33,0038,33,0.9986
34,0038,34,0.9986
35,0038,35,0.9987
36,0038,36,0.9988
37,0038,37,0.9990
38,0038,38,0.9989
39,0038,39,0.9990
40,0038,40,0.9989
41,0038,41,0.9989
42,0038,42,0.9989
43,0038,43,0.9989
44,0038,44,0.9989
45,0038,45,0.9990
46,0038,46,0.9989
47,0038,47,0.9989
48,0038,48,0.9989
49,0038,49,0.9989
50,0038,50,0.9990
51,0038,51,0.9991
52,0038,52,0.9991
53,0038,53,0.9991
54,0038,54,0.9992
55,0038,55,0.9992
56,0038,56,0.9992
57,0038,57,0.9992
58,0038,58,0.9992
59,0038,59,0.9993
60,0038,60,0.9993
61,0038,61,0.9994
62,0038,62,0.9994
63,0038,63,0.9994
64,0038,64,0.9994
65,0038,65,0.9994
1,0042,1,0.9723
2,0042,2,0.9792
3,0042,3,0.9793
4,0042,4,0.9846
5,0042,5,0.9930
6,0042,6,0.9943
7,0042,7,0.9940
8,0042,8,0.9938
9,0042,9,0.9939
10,0042,10,0.9939
11,0042,11,0.9938
12,0042,12,0.9938
13,0042,13,0.9935
14,0042,14,0.9935
15,0042,15,0.9936
16,0042,16,0.9938
17,0042,17,0.9938
18,0042,18,0.9943
19,0042,19,0.9953
20,0042,20,0.9957
21,0042,21,0.9957
22,0042,22,0.9963
23,0042,23,0.9970
24,0042,24,0.9969
25,0042,25,0.9970
26,0042,26,0.9969
27,0042,27,0.9970
28,0042,28,0.9970
29,0042,29,0.9974
30,0042,30,0.9975
31,0042,31,0.9977
32,0042,32,0.9980
33,0042,33,0.9982
34,0042,34,0.9982
35,0042,35,0.9985
36,0042,36,0.9985
37,0042,37,0.9985
38,0042,38,0.9987
39,0042,39,0.9989
40,0042,40,0.9988
41,0042,41,0.9989
42,0042,42,0.9989
43,0042,43,0.9989
44,0042,44,0.9990
45,0042,45,0.9991
46,0042,46,0.9991
47,0042,47,0.9992
48,0042,48,0.9993
49,0042,49,0.9993
50,0042,50,0.9993
51,0042,51,0.9993
52,0042,52,0.9993
53,0042,53,0.9993
54,0042,54,0.9994
55,0042,55,0.9994
56,0042,56,0.9994
57,0042,57,0.9994
58,0042,58,0.9995
59,0042,59,0.9995
60,0042,60,0.9995
1,0061,1,0.9849
2,0061,2,0.9961
3,0061,3,0.9961
4,0061,4,0.9956
5,0061,5,0.9975
6,0061,6,0.9970
7,0061,7,0.9966
8,0061,8,0.9976
9,0061,9,0.9974
10,0061,10,0.9984
11,0061,11,0.9987
12,0061,12,0.9990
13,0061,13,0.9993
14,0061,14,0.9994
15,0061,15,0.9994
16,0061,16,0.9995
17,0061,17,0.9995
18,0061,18,0.9995
1,0063,1,0.9700
2,0063,2,0.9895
3,0063,3,0.9940
4,0063,4,0.9941
5,0063,5,0.9960
6,0063,6,0.9954
7,0063,7,0.9948
8,0063,8,0.9950
9,0063,9,0.9943
10,0063,10,0.9945
11,0063,11,0.9941
12,0063,12,0.9951
13,0063,13,0.9952
14,0063,14,0.9953
15,0063,15,0.9954
16,0063,16,0.9960
17,0063,17,0.9963
18,0063,18,0.9969
19,0063,19,0.9968
20,0063,20,0.9971
21,0063,21,0.9973
22,0063,22,0.9974
23,0063,23,0.9975
24,0063,24,0.9978
25,0063,25,0.9980
26,0063,26,0.9981
27,0063,27,0.9982
28,0063,28,0.9982
29,0063,29,0.9983
30,0063,30,0.9984
31,0063,31,0.9984
32,0063,32,0.9984
33,0063,33,0.9985
34,0063,34,0.9986
35,0063,35,0.9987
36,0063,36,0.9988
37,0063,37,0.9988
38,0063,38,0.9989
39,0063,39,0.9990
40,0063,40,0.9990
1,0065,1,0.9695
2,0065,2,0.9921
3,0065,3,0.9895
4,0065,4,0.9866
5,0065,5,0.9846
6,0065,6,0.9927
7,0065,7,0.9960
8,0065,8,0.9969
9,0065,9,0.9964
10,0065,10,0.9956
11,0065,11,0.9966
12,0065,12,0.9968
13,0065,13,0.9962
14,0065,14,0.9959
15,0065,15,0.9955
16,0065,16,0.9951
17,0065,17,0.9962
18,0065,18,0.9971
19,0065,19,0.9969
20,0065,20,0.9976
21,0065,21,0.9978
22,0065,22,0.9982
23,0065,23,0.9985
24,0065,24,0.9988
25,0065,25,0.9987
26,0065,26,0.9989
27,0065,27,0.9991
28,0065,28,0.9992
29,0065,29,0.9993
30,0065,30,0.9994
31,0065,31,0.9994
32,0065,32,0.9994
33,0065,33,0.9995
34,0065,34,0.9995
35,0065,35,0.9995
36,0065,36,0.9995
37,0065,37,0.9995
38,0065,38,0.9995
39,0065,39,0.9996
40,0065,40,0.9996
41,0065,41,0.9996
42,0065,42,0.9996
43,0065,43,0.9996
44,0065,44,0.9996
45,0065,45,0.9996
46,0065,46,0.9996
47,0065,47,0.9996
48,0065,48,0.9995
49,0065,49,0.9995
50,0065,50,0.9995
51,0065,51,0.9995
52,0065,52,0.9995
53,0065,53,0.9996
54,0065,54,0.9996
55,0065,55,0.9996
56,0065,56,0.9996
57,0065,57,0.9996
58,0065,58,0.9996
59,0065,59,0.9996
60,0065,60,0.9996
61,0065,61,0.9996
62,0065,62,0.9996
63,0065,63,0.9996
64,0065,64,0.9996
65,0065,65,0.9996
66,0065,66,0.9996
67,0065,67,0.9996
68,0065,68,0.9996
69,0065,69,0.9996
70,0065,70,0.9996
71,0065,71,0.9997
72,0065,72,0.9996
73,0065,73,0.9997
74,0065,74,0.9997
75,0065,75,0.9997
76,0065,76,0.9997
77,0065,77,0.9997
78,0065,78,0.9998
79,0065,79,0.9997
80,0065,80,0.9998
81,0065,81,0.9998
82,0065,82,0.9998
83,0065,83,0.9998
84,0065,84,0.9998
85,0065,85,0.9998
86,0065,86,0.9998
87,0065,87,0.9998
88,0065,88,0.9998
89,0065,89,0.9998
90,0065,90,0.9998
91,0065,91,0.9998
92,0065,92,0.9998
93,0065,93,0.9998
1,0066,1,0.9655
2,0066,2,0.9855
3,0066,3,0.9965
4,0066,4,0.9965
5,0066,5,0.9977
6,0066,6,0.9974
7,0066,7,0.9984
8,0066,8,0.9985
9,0066,9,0.9984
10,0066,10,0.9979
11,0066,11,0.9972
12,0066,12,0.9980
13,0066,13,0.9982
14,0066,14,0.9985
15,0066,15,0.9987
16,0066,16,0.9986
17,0066,17,0.9988
18,0066,18,0.9991
19,0066,19,0.9993
20,0066,20,0.9993
21,0066,21,0.9992
22,0066,22,0.9991
23,0066,23,0.9990
24,0066,24,0.9990
25,0066,25,0.9989
26,0066,26,0.9989
27,0066,27,0.9989
28,0066,28,0.9989
29,0066,29,0.9988
30,0066,30,0.9987
31,0066,31,0.9987
32,0066,32,0.9989
33,0066,33,0.9990
34,0066,34,0.9990
35,0066,35,0.9991
36,0066,36,0.9991
37,0066,37,0.9992
38,0066,38,0.9992
39,0066,39,0.9992
40,0066,40,0.9992
41,0066,41,0.9993
42,0066,42,0.9993
43,0066,43,0.9994
44,0066,44,0.9995
45,0066,45,0.9995
46,0066,46,0.9995
47,0066,47,0.9996
48,0066,48,0.9996
49,0066,49,0.9996
1,0074,1,0.9529
2,0074,2,0.9605
3,0074,3,0.9689
4,0074,4,0.9749
5,0074,5,0.9767
6,0074,6,0.9884
7,0074,7,0.9919
8,0074,8,0.9910
9,0074,9,0.9949
10,0074,10,0.9959
11,0074,11,0.9951
12,0074,12,0.9946
13,0074,13,0.9953
14,0074,14,0.9949
15,0074,15,0.9945
16,0074,16,0.9951
17,0074,17,0.9952
18,0074,18,0.9965
19,0074,19,0.9962
20,0074,20,0.9960
21,0074,21,0.9962
22,0074,22,0.9960
23,0074,23,0.9960
24,0074,24,0.9968
25,0074,25,0.9968
26,0074,26,0.9966
27,0074,27,0.9972
28,0074,28,0.9971
29,0074,29,0.9975
30,0074,30,0.9977
31,0074,31,0.9981
32,0074,32,0.9984
33,0074,33,0.9984
34,0074,34,0.9985
35,0074,35,0.9984
36,0074,36,0.9986
37,0074,37,0.9987
38,0074,38,0.9989
39,0074,39,0.9991
40,0074,40,0.9992
41,0074,41,0.9993
42,0074,42,0.9994
43,0074,43,0.9995
44,0074,44,0.9995
45,0074,45,0.9995
46,0074,46,0.9995
47,0074,47,0.9996
48,0074,48,0.9996
49,0074,49,0.9996
50,0074,50,0.9997
51,0074,51,0.9997
52,0074,52,0.9997
53,0074,53,0.9997
54,0074,54,0.9997
1,0086,1,0.9313
2,0086,2,0.9316
3,0086,3,0.9387
4,0086,4,0.9462
5,0086,5,0.9720
6,0086,6,0.9726
7,0086,7,0.9839
8,0086,8,0.9830
9,0086,9,0.9886
10,0086,10,0.9877
11,0086,11,0.9871
12,0086,12,0.9866
13,0086,13,0.9899
14,0086,14,0.9924
15,0086,15,0.9942
16,0086,16,0.9957
17,0086,17,0.9965
18,0086,18,0.9968
19,0086,19,0.9975
20,0086,20,0.9981
21,0086,21,0.9982
22,0086,22,0.9982
23,0086,23,0.9982
24,0086,24,0.9984
25,0086,25,0.9986
26,0086,26,0.9987
27,0086,27,0.9988
28,0086,28,0.9988
29,0086,29,0.9989
30,0086,30,0.9989
31,0086,31,0.9990
32,0086,32,0.9990
33,0086,33,0.9989
34,0086,34,0.9990
35,0086,35,0.9991
36,0086,36,0.9991
37,0086,37,0.9991
38,0086,38,0.9991
39,0086,39,0.9992
40,0086,40,0.9993
41,0086,41,0.9993
42,0086,42,0.9993
43,0086,43,0.9994
44,0086,44,0.9994
45,0086,45,0.9994
46,0086,46,0.9995
47,0086,47,0.9995
48,0086,48,0.9995
1,0089,1,0.9795
2,0089,2,0.9814
3,0089,3,0.9937
4,0089,4,0.9930
5,0089,5,0.9939
6,0089,6,0.9964
7,0089,7,0.9976
8,0089,8,0.9977
9,0089,9,0.9974
10,0089,10,0.9984
11,0089,11,0.9987
12,0089,12,0.9988
1,0090,1,0.9817
2,0090,2,0.9904
3,0090,3,0.9898
4,0090,4,0.9905
5,0090,5,0.9935
6,0090,6,0.9938
7,0090,7,0.9954
8,0090,8,0.9954
9,0090,9,0.9962
10,0090,10,0.9973
11,0090,11,0.9980
12,0090,12,0.9984
13,0090,13,0.9985
14,0090,14,0.9987
15,0090,15,0.9989
16,0090,16,0.9988
17,0090,17,0.9988
18,0090,18,0.9989
1,0096,1,0.9456
2,0096,2,0.9531
3,0096,3,0.9591
4,0096,4,0.9698
5,0096,5,0.9736
6,0096,6,0.9829
7,0096,7,0.9838
8,0096,8,0.9872
9,0096,9,0.9895
10,0096,10,0.9886
11,0096,11,0.9897
12,0096,12,0.9906
13,0096,13,0.9911
14,0096,14,0.9922
15,0096,15,0.9936
16,0096,16,0.9949
17,0096,17,0.9951
18,0096,18,0.9953
19,0096,19,0.9960
20,0096,20,0.9965
21,0096,21,0.9968
22,0096,22,0.9970
23,0096,23,0.9972
24,0096,24,0.9972
25,0096,25,0.9978
26,0096,26,0.9980
27,0096,27,0.9983
28,0096,28,0.9984
29,0096,29,0.9984
30,0096,30,0.9985
31,0096,31,0.9986
32,0096,32,0.9986
33,0096,33,0.9988
34,0096,34,0.9988
35,0096,35,0.9988
36,0096,36,0.9990
37,0096,37,0.9991
38,0096,38,0.9992
1,0101,1,0.9761
2,0101,2,0.9885
3,0101,3,0.9934
4,0101,4,0.9935
5,0101,5,0.9934
6,0101,6,0.9966
7,0101,7,0.9960
8,0101,8,0.9963
9,0101,9,0.9965
10,0101,10,0.9976
11,0101,11,0.9973
12,0101,12,0.9981
13,0101,13,0.9984
14,0101,14,0.9986
15,0101,15,0.9988
16,0101,16,0.9990
17,0101,17,0.9991
18,0101,18,0.9990
19,0101,19,0.9992
20,0101,20,0.9992
21,0101,21,0.9993
22,0101,22,0.9993
23,0101,23,0.9993
24,0101,24,0.9993
25,0101,25,0.9994
26,0101,26,0.9994
27,0101,27,0.9994
28,0101,28,0.9993
29,0101,29,0.9994
30,0101,30,0.9995
31,0101,31,0.9995
32,0101,32,0.9996
33,0101,33,0.9996
34,0101,34,0.9996
35,0101,35,0.9997
36,0101,36,0.9997
37,0101,37,0.9997
38,0101,38,0.9997
39,0101,39,0.9997
40,0101,40,0.9997
41,0101,41,0.9997
42,0101,42,0.9997
1,0102,1,0.9736
2,0102,2,0.9912
3,0102,3,0.9909
4,0102,4,0.9934
5,0102,5,0.9945
6,0102,6,0.9946
7,0102,7,0.9968
8,0102,8,0.9963
9,0102,9,0.9957
10,0102,10,0.9959
11,0102,11,0.9959
12,0102,12,0.9959
13,0102,13,0.9957
14,0102,14,0.9961
15,0102,15,0.9968
16,0102,16,0.9966
17,0102,17,0.9967
18,0102,18,0.9966
19,0102,19,0.9972
20,0102,20,0.9974
21,0102,21,0.9972
22,0102,22,0.9972
23,0102,23,0.9973
24,0102,24,0.9976
25,0102,25,0.9975
26,0102,26,0.9976
27,0102,27,0.9976
28,0102,28,0.9979
29,0102,29,0.9980
30,0102,30,0.9979
31,0102,31,0.9978
32,0102,32,0.9979
33,0102,33,0.9979
34,0102,34,0.9980
35,0102,35,0.9981
36,0102,36,0.9982
37,0102,37,0.9982
38,0102,38,0.9982
39,0102,39,0.9981
40,0102,40,0.9983
41,0102,41,0.9982
42,0102,42,0.9982
43,0102,43,0.9983
44,0102,44,0.9984
45,0102,45,0.9985
46,0102,46,0.9984
47,0102,47,0.9984
48,0102,48,0.9984
49,0102,49,0.9984
50,0102,50,0.9984
51,0102,51,0.9985
52,0102,52,0.9985
53,0102,53,0.9986
54,0102,54,0.9986
55,0102,55,0.9986
56,0102,56,0.9987
57,0102,57,0.9987
58,0102,58,0.9987
59,0102,59,0.9987
60,0102,60,0.9987
61,0102,61,0.9987
62,0102,62,0.9987
63,0102,63,0.9987
64,0102,64,0.9988
65,0102,65,0.9988
66,0102,66,0.9988
67,0102,67,0.9988
68,0102,68,0.9988
69,0102,69,0.9988
70,0102,70,0.9988
71,0102,71,0.9988
72,0102,72,0.9988
73,0102,73,0.9988
74,0102,74,0.9989
75,0102,75,0.9989
76,0102,76,0.9989
77,0102,77,0.9989
78,0102,78,0.9989
79,0102,79,0.9989
80,0102,80,0.9990
81,0102,81,0.9990
82,0102,82,0.9990
83,0102,83,0.9990
1,0104,1,0.9654
2,0104,2,0.9892
3,0104,3,0.9875
4,0104,4,0.9899
5,0104,5,0.9891
6,0104,6,0.9884
7,0104,7,0.9938
8,0104,8,0.9953
9,0104,9,0.9954
10,0104,10,0.9961
11,0104,11,0.9973
12,0104,12,0.9969
13,0104,13,0.9973
14,0104,14,0.9973
15,0104,15,0.9972
16,0104,16,0.9976
17,0104,17,0.9973
18,0104,18,0.9971
19,0104,19,0.9978
20,0104,20,0.9975
21,0104,21,0.9981
22,0104,22,0.9979
23,0104,23,0.9980
24,0104,24,0.9981
25,0104,25,0.9978
26,0104,26,0.9979
27,0104,27,0.9980
28,0104,28,0.9981
29,0104,29,0.9983
30,0104,30,0.9982
31,0104,31,0.9982
32,0104,32,0.9983
33,0104,33,0.9983
34,0104,34,0.9982
35,0104,35,0.9983
36,0104,36,0.9986
37,0104,37,0.9987
38,0104,38,0.9988
39,0104,39,0.9989
40,0104,40,0.9990
41,0104,41,0.9990
42,0104,42,0.9991
43,0104,43,0.9991
44,0104,44,0.9991
45,0104,45,0.9992
46,0104,46,0.9992
47,0104,47,0.9992
48,0104,48,0.9992
49,0104,49,0.9993
50,0104,50,0.9993
51,0104,51,0.9994
52,0104,52,0.9994
1,0105,1,0.9533
2,0105,2,0.9712
3,0105,3,0.9735
4,0105,4,0.9746
5,0105,5,0.9863
6,0105,6,0.9857
7,0105,7,0.9916
8,0105,8,0.9910
9,0105,9,0.9942
10,0105,10,0.9953
11,0105,11,0.9967
12,0105,12,0.9974
13,0105,13,0.9982
14,0105,14,0.9985
15,0105,15,0.9988
16,0105,16,0.9991
17,0105,17,0.9992
18,0105,18,0.9992
1,0106,1,0.9585
2,0106,2,0.9629
3,0106,3,0.9675
4,0106,4,0.9683
5,0106,5,0.9691
6,0106,6,0.9720
7,0106,7,0.9747
8,0106,8,0.9755
9,0106,9,0.9766
10,0106,10,0.9778
11,0106,11,0.9780
12,0106,12,0.9780
13,0106,13,0.9788
14,0106,14,0.9798
15,0106,15,0.9800
16,0106,16,0.9801
17,0106,17,0.9804
18,0106,18,0.9810
19,0106,19,0.9815
20,0106,20,0.9817
21,0106,21,0.9818
22,0106,22,0.9819
23,0106,23,0.9825
24,0106,24,0.9829
25,0106,25,0.9833
26,0106,26,0.9837
27,0106,27,0.9843
28,0106,28,0.9848
29,0106,29,0.9850
30,0106,30,0.9853
31,0106,31,0.9856
32,0106,32,0.9861
33,0106,33,0.9865
34,0106,34,0.9868
35,0106,35,0.9870
36,0106,36,0.9880
37,0106,37,0.9887
38,0106,38,0.9891
39,0106,39,0.9896
40,0106,40,0.9897
41,0106,41,0.9900
42,0106,42,0.9906
43,0106,43,0.9911
44,0106,44,0.9918
45,0106,45,0.9919
46,0106,46,0.9925
47,0106,47,0.9929
48,0106,48,0.9934
49,0106,49,0.9939
50,0106,50,0.9942
51,0106,51,0.9944
52,0106,52,0.9947
53,0106,53,0.9948
54,0106,54,0.9951
55,0106,55,0.9952
56,0106,56,0.9954
1,0108,1,0.9058
2,0108,2,0.9161
3,0108,3,0.9212
4,0108,4,0.9306
5,0108,5,0.9469
6,0108,6,0.9532
7,0108,7,0.9621
8,0108,8,0.9670
9,0108,9,0.9701
10,0108,10,0.9732
11,0108,11,0.9803
12,0108,12,0.9858
13,0108,13,0.9867
14,0108,14,0.9886
15,0108,15,0.9915
16,0108,16,0.9926
17,0108,17,0.9945
18,0108,18,0.9944
19,0108,19,0.9951
20,0108,20,0.9959
