vehicle_id,view1,view2,similarity
0446,front,left,0.8935
0446,front,left,0.8442
0446,front,left,0.8255
0446,front,left,0.8662
0446,front,left,0.8603
0446,front,front,0.9595
0446,front,front,0.9681
0446,front,front,0.9481
0446,front,front,0.9262
0446,front,left,0.9516
0446,front,left,0.9481
0446,front,left,0.9548
0446,front,left,0.9323
0446,front,left,0.9414
0446,front,left,0.9212
0446,front,left,0.9075
0446,front,left,0.9114
0446,front,left,0.8797
0446,front,left,0.8928
0446,front,left,0.8803
0446,left,left,0.9936
0446,left,left,0.9679
0446,left,left,0.9550
0446,left,left,0.9664
0446,left,left,0.9492
0446,left,front,0.9149
0446,left,front,0.9115
0446,left,front,0.9205
0446,left,front,0.9340
0446,left,left,0.9424
0446,left,left,0.9368
0446,left,left,0.9299
0446,left,left,0.9327
0446,left,left,0.9143
0446,left,left,0.9480
0446,left,left,0.9294
0446,left,left,0.9422
0446,left,left,0.9248
0446,left,left,0.9138
0446,left,left,0.9133
0446,left,left,0.9640
0446,left,left,0.9485
0446,left,left,0.9602
0446,left,left,0.9435
0446,left,front,0.9119
0446,left,front,0.9108
0446,left,front,0.9204
0446,left,front,0.9360
0446,left,left,0.9437
0446,left,left,0.9356
0446,left,left,0.9279
0446,left,left,0.9313
0446,left,left,0.9129
0446,left,left,0.9552
0446,left,left,0.9363
0446,left,left,0.9499
0446,left,left,0.9333
0446,left,left,0.9202
0446,left,left,0.9221
0446,left,left,0.9924
0446,left,left,0.9772
0446,left,left,0.9600
0446,left,front,0.9080
0446,left,front,0.8944
0446,left,front,0.9229
0446,left,front,0.9480
0446,left,left,0.9339
0446,left,left,0.9353
0446,left,left,0.9233
0446,left,left,0.9339
0446,left,left,0.9121
0446,left,left,0.9333
0446,left,left,0.9141
0446,left,left,0.9158
0446,left,left,0.8993
0446,left,left,0.8854
0446,left,left,0.8898
0446,left,left,0.9851
0446,left,left,0.9714
0446,left,front,0.9049
0446,left,front,0.8894
0446,left,front,0.9183
0446,left,front,0.9395
0446,left,left,0.9275
0446,left,left,0.9316
0446,left,left,0.9204
0446,left,left,0.9389
0446,left,left,0.9166
0446,left,left,0.9252
0446,left,left,0.9158
0446,left,left,0.9130
0446,left,left,0.9052
0446,left,left,0.8859
0446,left,left,0.8953
0446,left,left,0.9941
0446,left,front,0.9208
0446,left,front,0.9144
0446,left,front,0.9285
0446,left,front,0.9349
0446,left,left,0.9542
0446,left,left,0.9535
0446,left,left,0.9477
0446,left,left,0.9624
0446,left,left,0.9477
0446,left,left,0.9490
0446,left,left,0.9456
0446,left,left,0.9435
0446,left,left,0.9469
0446,left,left,0.9330
0446,left,left,0.9394
0446,left,front,0.9128
0446,left,front,0.9112
0446,left,front,0.9205
0446,left,front,0.9183
0446,left,left,0.9481
0446,left,left,0.9460
0446,left,left,0.9420
0446,left,left,0.9544
0446,left,left,0.9444
0446,left,left,0.9405
0446,left,left,0.9374
0446,left,left,0.9325
0446,left,left,0.9442
0446,left,left,0.9335
0446,left,left,0.9400
0446,front,front,0.9959
0446,front,front,0.9958
0446,front,front,0.9818
0446,front,left,0.9549
0446,front,left,0.9602
0446,front,left,0.9701
0446,front,left,0.9657
0446,front,left,0.9651
0446,front,left,0.9494
0446,front,left,0.9412
0446,front,left,0.9369
0446,front,left,0.9056
0446,front,left,0.9167
0446,front,left,0.9080
0446,front,front,0.9920
0446,front,front,0.9714
0446,front,left,0.9541
0446,front,left,0.9569
0446,front,left,0.9678
0446,front,left,0.9603
0446,front,left,0.9633
0446,front,left,0.9504
0446,front,left,0.9411
0446,front,left,0.9383
0446,front,left,0.9111
0446,front,left,0.9247
0446,front,left,0.9152
0446,front,front,0.9903
0446,front,left,0.9536
0446,front,left,0.9580
0446,front,left,0.9675
0446,front,left,0.9651
0446,front,left,0.9636
0446,front,left,0.9556
0446,front,left,0.9456
0446,front,left,0.9395
0446,front,left,0.9104
0446,front,left,0.9210
0446,front,left,0.9144
0446,front,left,0.9462
0446,front,left,0.9494
0446,front,left,0.9538
0446,front,left,0.9567
0446,front,left,0.9462
0446,front,left,0.9554
0446,front,left,0.9427
0446,front,left,0.9390
0446,front,left,0.9041
0446,front,left,0.9101
0446,front,left,0.9060
0446,left,left,0.9972
0446,left,left,0.9944
0446,left,left,0.9870
0446,left,left,0.9840
0446,left,left,0.9448
0446,left,left,0.9311
0446,left,left,0.9289
0446,left,left,0.9161
0446,left,left,0.9133
0446,left,left,0.9104
0446,left,left,0.9962
0446,left,left,0.9905
0446,left,left,0.9875
0446,left,left,0.9372
0446,left,left,0.9256
0446,left,left,0.9205
0446,left,left,0.9064
0446,left,left,0.9019
0446,left,left,0.9005
0446,left,left,0.9937
0446,left,left,0.9939
0446,left,left,0.9419
0446,left,left,0.9335
0446,left,left,0.9271
0446,left,left,0.9125
0446,left,left,0.9149
0446,left,left,0.9106
0446,left,left,0.9955
0446,left,left,0.9487
0446,left,left,0.9495
0446,left,left,0.9391
0446,left,left,0.9311
0446,left,left,0.9283
0446,left,left,0.9301
0446,left,left,0.9417
0446,left,left,0.9444
0446,left,left,0.9309
0446,left,left,0.9267
0446,left,left,0.9271
0446,left,left,0.9277
0446,left,left,0.9916
0446,left,left,0.9932
0446,left,left,0.9768
0446,left,left,0.9789
0446,left,left,0.9739
0446,left,left,0.9944
0446,left,left,0.9890
0446,left,left,0.9874
0446,left,left,0.9884
0446,left,left,0.9863
0446,left,left,0.9862
0446,left,left,0.9828
0446,left,left,0.9891
0446,left,left,0.9938
0446,left,left,0.9951
0456,front,front,0.9919
0456,front,front,0.9173
0456,front,front,0.9233
0456,front,front,0.9311
0456,front,front,0.9346
0456,front,front,0.9404
0456,front,front,0.9450
0456,front,front,0.9471
0456,front,front,0.9495
0456,front,front,0.9963
0456,front,front,0.9701
0456,front,front,0.9656
0456,front,front,0.9684
0456,front,front,0.9664
0456,front,front,0.9937
0461,front,front,0.9914
0461,front,front,0.9127
0461,front,front,0.9428
0461,front,left,0.9500
0461,front,left,0.9490
0461,front,front,0.9141
0461,front,front,0.9285
0461,front,front,0.8773
0461,front,front,0.8763
0461,front,front,0.8775
0461,front,front,0.8809
0461,front,front,0.8989
0461,front,front,0.9262
0461,front,left,0.9559
0461,front,left,0.9603
0461,front,front,0.8971
0461,front,front,0.9125
0461,front,front,0.8402
0461,front,front,0.8473
0461,front,front,0.8432
0461,front,front,0.8467
0461,front,front,0.9805
0461,front,left,0.9183
0461,front,left,0.9195
0461,front,front,0.9578
0461,front,front,0.9518
0461,front,front,0.9500
0461,front,front,0.9595
0461,front,front,0.9617
0461,front,front,0.9539
0461,front,left,0.9424
0461,front,left,0.9340
0461,front,front,0.9672
0461,front,front,0.9697
0461,front,front,0.9519
0461,front,front,0.9611
0461,front,front,0.9604
0461,front,front,0.9634
0461,left,left,0.9837
0461,left,front,0.9164
0461,left,front,0.9328
0461,left,front,0.8606
0461,left,front,0.8760
0461,left,front,0.8716
0461,left,front,0.8647
0461,left,front,0.8937
0461,left,front,0.9079
0461,left,front,0.8505
0461,left,front,0.8668
0461,left,front,0.8563
0461,left,front,0.8539
0461,front,front,0.9941
0461,front,front,0.9518
0461,front,front,0.9646
0461,front,front,0.9588
0461,front,front,0.9611
0461,front,front,0.9455
0461,front,front,0.9589
0461,front,front,0.9522
0461,front,front,0.9570
0461,front,front,0.9936
0461,front,front,0.9941
0461,front,front,0.9898
0461,front,front,0.9924
0461,front,front,0.9928
0461,front,front,0.9884
0467,left,left,0.9850
0467,left,front,0.9065
0467,left,front,0.9121
0467,left,front,0.9061
0467,left,front,0.9533
0467,left,front,0.9506
0467,left,front,0.9697
0467,left,front,0.9593
0467,left,front,0.9754
0467,left,left,0.9556
0467,left,left,0.9701
0467,left,front,0.9172
0467,left,front,0.9266
0467,left,front,0.9212
0467,left,front,0.9642
0467,left,front,0.9562
0467,left,front,0.9724
0467,left,front,0.9644
0467,left,front,0.9569
0467,left,left,0.9770
0467,left,left,0.9827
0467,front,front,0.9916
0467,front,front,0.9922
0467,front,front,0.9266
0467,front,front,0.9326
0467,front,front,0.8914
0467,front,front,0.8913
0467,front,front,0.8800
0467,front,left,0.9530
0467,front,left,0.9447
0467,front,front,0.9923
0467,front,front,0.9207
0467,front,front,0.9205
0467,front,front,0.8909
0467,front,front,0.8865
0467,front,front,0.8774
0467,front,left,0.9611
0467,front,left,0.9511
0467,front,front,0.9328
0467,front,front,0.9367
0467,front,front,0.8902
0467,front,front,0.8865
0467,front,front,0.8724
0467,front,left,0.9548
0467,front,left,0.9479
0467,front,front,0.9910
0467,front,front,0.9809
0467,front,front,0.9812
0467,front,front,0.9600
0467,front,left,0.9601
0467,front,left,0.9655
0467,front,front,0.9637
0467,front,front,0.9657
0467,front,front,0.9533
0467,front,left,0.9564
0467,front,left,0.9644
0467,front,front,0.9964
0467,front,front,0.9850
0467,front,left,0.9439
0467,front,left,0.9547
0467,front,front,0.9853
0467,front,left,0.9379
0467,front,left,0.9471
0467,front,left,0.9228
0467,front,left,0.9389
0467,left,left,0.9958
0473,left,front,0.9604
0476,left,front,0.9280
0476,left,front,0.8911
0476,left,front,0.9400
0476,left,front,0.9268
0476,left,front,0.9604
0476,left,front,0.9620
0476,left,left,0.9471
0476,front,front,0.9861
0476,front,front,0.9162
0476,front,front,0.8928
0476,front,front,0.9114
0476,front,front,0.9221
0476,front,left,0.9534
0476,front,front,0.8972
0476,front,front,0.8737
0476,front,front,0.8925
0476,front,front,0.8990
0476,front,left,0.9342
0476,front,front,0.9878
0476,front,front,0.9670
0476,front,front,0.9706
0476,front,left,0.9508
0476,front,front,0.9620
0476,front,front,0.9603
0476,front,left,0.9470
0476,front,front,0.9884
0476,front,left,0.9568
0476,front,left,0.9485
0477,front,front,0.9811
0477,front,front,0.9248
0477,front,front,0.9146
0477,front,front,0.9097
0477,front,front,0.9202
0477,front,front,0.9077
0477,front,front,0.9252
0477,front,left,0.9352
0477,front,front,0.9186
0477,front,front,0.9035
0477,front,front,0.9165
0477,front,front,0.9217
0477,front,front,0.8780
0477,front,front,0.8931
0477,front,left,0.9110
0477,front,front,0.9267
0477,front,front,0.9279
0477,front,front,0.9256
0477,front,front,0.8396
0477,front,front,0.8592
0477,front,left,0.8976
0477,front,front,0.8900
0477,front,front,0.8977
0477,front,front,0.8661
0477,front,front,0.8984
0477,front,left,0.9327
0477,front,front,0.9926
0477,front,front,0.8848
0477,front,front,0.9113
0477,front,left,0.9377
0477,front,front,0.8994
0477,front,front,0.9226
0477,front,left,0.9399
0477,front,front,0.9869
0477,front,left,0.9434
0477,front,left,0.9677
0480,front,front,0.9946
0480,front,left,0.8999
0480,front,left,0.8944
0480,front,front,0.9506
0480,front,left,0.9552
0480,front,left,0.9578
0480,front,front,0.8711
0480,front,front,0.8568
0480,front,front,0.8964
0480,front,front,0.8565
0480,front,front,0.9312
0480,front,front,0.9249
0480,front,left,0.9362
0480,front,left,0.9407
0480,front,left,0.8929
0480,front,left,0.8859
0480,front,front,0.9456
0480,front,left,0.9486
0480,front,left,0.9535
0480,front,front,0.8568
0480,front,front,0.8431
0480,front,front,0.8854
0480,front,front,0.8410
0480,front,front,0.9246
0480,front,front,0.9169
0480,front,left,0.9313
0480,front,left,0.9347
0480,left,left,0.9972
0480,left,front,0.9472
0480,left,left,0.9695
0480,left,left,0.9593
0480,left,front,0.9411
0480,left,front,0.9408
0480,left,front,0.9684
0480,left,front,0.9584
0480,left,front,0.9470
0480,left,front,0.9548
0480,left,left,0.9752
0480,left,left,0.9810
0480,left,front,0.9456
0480,left,left,0.9631
0480,left,left,0.9509
0480,left,front,0.9343
0480,left,front,0.9366
0480,left,front,0.9649
0480,left,front,0.9566
0480,left,front,0.9425
0480,left,front,0.9511
0480,left,left,0.9703
0480,left,left,0.9766
0480,front,left,0.9599
0480,front,left,0.9519
0480,front,front,0.9064
0480,front,front,0.9009
0480,front,front,0.9385
0480,front,front,0.9019
0480,front,front,0.9134
0480,front,front,0.9229
0480,front,left,0.9682
0480,front,left,0.9720
0480,left,left,0.9953
0480,left,front,0.9441
0480,left,front,0.9334
0480,left,front,0.9467
0480,left,front,0.9241
0480,left,front,0.9672
0480,left,front,0.9675
0480,left,left,0.9598
0480,left,left,0.9682
0480,left,front,0.9482
0480,left,front,0.9396
0480,left,front,0.9416
0480,left,front,0.9183
0480,left,front,0.9653
0480,left,front,0.9630
0480,left,left,0.9471
0480,left,left,0.9602
0480,front,front,0.9939
0480,front,front,0.9569
0480,front,front,0.9522
0480,front,front,0.9215
0480,front,front,0.9282
0480,front,left,0.9046
0480,front,left,0.9301
0480,front,front,0.9572
0480,front,front,0.9573
0480,front,front,0.9111
0480,front,front,0.9211
0480,front,left,0.9001
0480,front,left,0.9273
0480,front,front,0.9906
0480,front,front,0.9239
0480,front,front,0.9273
0480,front,left,0.9605
0480,front,left,0.9696
0480,front,front,0.9134
0480,front,front,0.9184
0480,front,left,0.9359
0480,front,left,0.9492
0480,front,front,0.9952
0480,front,left,0.9347
0480,front,left,0.9480
0480,front,left,0.9397
0480,front,left,0.9542
0480,left,left,0.9950
0482,front,right,0.9913
0486,left,front,0.9702
0486,left,front,0.9259
0486,left,front,0.9187
0486,left,front,0.9144
0486,left,front,0.9256
0486,left,front,0.9335
0486,left,front,0.9306
0486,front,front,0.9428
0486,front,front,0.9068
0486,front,front,0.8986
0486,front,front,0.8983
0486,front,front,0.9786
0486,front,front,0.9013
0486,front,front,0.8955
0486,front,front,0.8882
0486,front,front,0.8863
0486,front,front,0.9547
0486,front,front,0.9367
0486,front,front,0.9974
0486,front,front,0.9936
0486,front,front,0.9287
0486,front,front,0.9165
0486,front,front,0.9935
0486,front,front,0.9210
0486,front,front,0.9085
0486,front,front,0.9102
