group,image1,image2,vehicle_id1,vehicle_id2,type1,type2,color1,color2,similarity
different,0118_c012_00066900_0.jpg,0315_c009_00000760_0.jpg,0118,0315,8,1,1,7,0.6364
different,0118_c003_00089065_0.jpg,0712_c004_00043615_1.jpg,0118,0712,8,1,1,10,0.7222
different,0118_c011_00088205_1.jpg,0610_c014_00071155_0.jpg,0118,0610,8,2,1,10,0.5447
different,0118_c007_00089895_0.jpg,0295_c017_00037490_0.jpg,0118,0295,8,4,1,7,0.4517
different,0118_c015_00065435_0.jpg,0570_c009_00069950_0.jpg,0118,0570,8,1,1,4,0.7400
different,0118_c014_00065400_0.jpg,0090_c004_00078385_0.jpg,0118,0090,8,6,1,3,0.6437
different,0118_c014_00065415_0.jpg,0696_c016_00086715_0.jpg,0118,0696,8,1,1,10,0.6609
different,0118_c001_00068805_0.jpg,0711_c004_00000915_0.jpg,0118,0711,8,1,1,10,0.5583
different,0118_c009_00089285_0.jpg,0108_c007_00078260_0.jpg,0118,0108,8,6,1,3,0.7638
different,0118_c004_00089055_0.jpg,0631_c011_00040300_0.jpg,0118,0631,8,1,1,10,0.5667
different,0118_c008_00089335_0.jpg,0773_c008_00005805_0.jpg,0118,0773,8,1,1,10,0.7954
different,0118_c019_00066015_0.jpg,0768_c019_00057355_0.jpg,0118,0768,8,1,1,10,0.7856
different,0118_c012_00066860_0.jpg,0183_c001_00026450_1.jpg,0118,0183,8,1,1,5,0.8482
different,0118_c015_00065415_0.jpg,0207_c019_00019430_0.jpg,0118,0207,8,4,1,5,0.6986
different,0118_c007_00089885_0.jpg,0418_c013_00006005_0.jpg,0118,0418,8,2,1,4,0.6305
different,0118_c017_00066220_0.jpg,0205_c006_00055610_2.jpg,0118,0205,8,4,1,5,0.8255
different,0118_c014_00065415_0.jpg,0327_c014_00043365_0.jpg,0118,0327,8,1,1,7,0.6530
different,0118_c017_00066210_0.jpg,0110_c011_00021860_0.jpg,0118,0110,8,6,1,3,0.6119
different,0118_c008_00089340_0.jpg,0614_c019_00088065_0.jpg,0118,0614,8,2,1,10,0.6389
different,0118_c005_00089855_0.jpg,0344_c014_00036010_0.jpg,0118,0344,8,1,1,7,0.6079
different,0118_c003_00089055_0.jpg,0685_c008_00025225_0.jpg,0118,0685,8,1,1,10,0.7243
different,0118_c017_00066210_0.jpg,0038_c013_00001650_0.jpg,0118,0038,8,1,1,5,0.8280
different,0118_c001_00068805_0.jpg,0249_c017_00020525_0.jpg,0118,0249,8,1,1,9,0.6221
different,0118_c007_00089890_0.jpg,0061_c004_00083750_0.jpg,0118,0061,8,6,1,7,0.5539
different,0118_c001_00068830_0.jpg,0104_c006_00017875_1.jpg,0118,0104,8,6,1,3,0.7976
different,0118_c015_00065430_0.jpg,0624_c006_00059665_0.jpg,0118,0624,8,1,1,10,0.7470
different,0118_c005_00089810_1.jpg,0182_c009_00039290_0.jpg,0118,0182,8,1,1,5,0.7499
different,0118_c009_00089280_0.jpg,0590_c017_00047705_0.jpg,0118,0590,8,2,1,10,0.6364
different,0118_c015_00065415_0.jpg,0676_c004_00012425_0.jpg,0118,0676,8,1,1,10,0.6884
different,0118_c007_00089910_0.jpg,0241_c012_00034230_0.jpg,0118,0241,8,3,1,8,0.6476
different,0118_c015_00065435_0.jpg,0281_c004_00030110_0.jpg,0118,0281,8,7,1,6,0.9056
different,0118_c004_00089055_0.jpg,0361_c001_00035860_0.jpg,0118,0361,8,1,1,7,0.6425
different,0118_c004_00089050_0.jpg,0698_c015_00051775_0.jpg,0118,0698,8,1,1,10,0.6731
different,0118_c009_00089275_0.jpg,0585_c014_00031630_1.jpg,0118,0585,8,2,1,10,0.5959
different,0118_c010_00088425_0.jpg,0554_c007_00021680_0.jpg,0118,0554,8,1,1,4,0.7553
different,0118_c010_00088425_0.jpg,0296_c017_00059700_0.jpg,0118,0296,8,9,1,7,0.6087
different,0118_c016_00065250_0.jpg,0581_c004_00087700_0.jpg,0118,0581,8,2,1,10,0.6603
different,0118_c005_00089855_0.jpg,0262_c016_00022125_0.jpg,0118,0262,8,2,1,9,0.5977
different,0118_c013_00067010_0.jpg,0450_c003_00049565_0.jpg,0118,0450,8,3,1,4,0.6640
different,0118_c012_00066905_0.jpg,0720_c003_00069825_0.jpg,0118,0720,8,1,1,10,0.5689
different,0118_c013_00066995_0.jpg,0385_c019_00060920_0.jpg,0118,0385,8,2,1,7,0.6846
different,0118_c011_00088230_1.jpg,0477_c011_00059260_0.jpg,0118,0477,8,1,1,10,0.4427
different,0118_c008_00089340_0.jpg,0729_c009_00030465_0.jpg,0118,0729,8,1,1,10,0.7000
different,0118_c002_00086295_0.jpg,0507_c002_00051800_0.jpg,0118,0507,8,1,1,4,0.7046
different,0118_c014_00065400_0.jpg,0273_c016_00045340_0.jpg,0118,0273,8,7,1,6,0.6479
different,0118_c017_00066200_0.jpg,0545_c011_00015645_0.jpg,0118,0545,8,1,1,4,0.6991
different,0118_c002_00086305_0.jpg,0473_c017_00004755_0.jpg,0118,0473,8,1,1,10,0.7412
different,0118_c013_00067005_0.jpg,0546_c019_00015630_0.jpg,0118,0546,8,1,1,4,0.6441
different,0118_c012_00066890_0.jpg,0770_c015_00031615_0.jpg,0118,0770,8,1,1,10,0.5697
different,0118_c017_00066210_0.jpg,0117_c019_00049950_0.jpg,0118,0117,8,6,1,4,0.6544
different,0118_c002_00086265_0.jpg,0515_c014_00056685_0.jpg,0118,0515,8,1,1,4,0.7331
different,0118_c005_00089855_0.jpg,0566_c014_00038560_0.jpg,0118,0566,8,1,1,4,0.6868
different,0118_c015_00065430_0.jpg,0699_c016_00042415_0.jpg,0118,0699,8,1,1,10,0.7478
different,0118_c005_00089855_0.jpg,0522_c011_00081585_0.jpg,0118,0522,8,1,1,4,0.6191
different,0118_c009_00089285_0.jpg,0369_c012_00034500_0.jpg,0118,0369,8,2,1,7,0.4887
different,0118_c019_00066020_0.jpg,0518_c016_00044325_0.jpg,0118,0518,8,1,1,4,0.7317
different,0118_c014_00065420_0.jpg,0776_c005_00000545_0.jpg,0118,0776,8,1,1,10,0.6232
different,0118_c004_00089015_0.jpg,0337_c004_00071290_0.jpg,0118,0337,8,1,1,7,0.5683
different,0118_c016_00065230_0.jpg,0646_c017_00007800_1.jpg,0118,0646,8,1,1,10,0.7932
different,0118_c017_00066230_0.jpg,0074_c004_00001730_0.jpg,0118,0074,8,6,1,4,0.7532
different,0118_c011_00088205_1.jpg,0456_c015_00006955_0.jpg,0118,0456,8,1,1,4,0.6408
different,0118_c004_00089005_0.jpg,0299_c008_00077960_0.jpg,0118,0299,8,3,1,7,0.7224
different,0118_c017_00066210_0.jpg,0742_c010_00027075_0.jpg,0118,0742,8,1,1,10,0.6852
different,0118_c017_00066220_0.jpg,0486_c006_00038990_0.jpg,0118,0486,8,1,1,4,0.7062
different,0118_c012_00066890_0.jpg,0609_c006_00088385_0.jpg,0118,0609,8,2,1,10,0.6394
different,0118_c013_00067000_0.jpg,0672_c004_00042645_0.jpg,0118,0672,8,1,1,10,0.6792
different,0118_c017_00066200_0.jpg,0510_c006_00031110_1.jpg,0118,0510,8,1,1,4,0.7878
different,0118_c019_00066005_0.jpg,0615_c006_00007030_1.jpg,0118,0615,8,2,1,10,0.7655
different,0653_c016_00068915_0.jpg,0009_c019_00069075_0.jpg,0653,0009,1,2,10,3,0.8288
different,0653_c017_00070170_1.jpg,0365_c011_00033705_0.jpg,0653,0365,1,2,10,7,0.8126
different,0653_c012_00070710_1.jpg,0240_c002_00044105_0.jpg,0653,0240,1,2,10,8,0.6761
different,0653_c017_00070190_1.jpg,0298_c015_00045220_0.jpg,0653,0298,1,3,10,7,0.6254
different,0653_c015_00069300_0.jpg,0150_c013_00048830_0.jpg,0653,0150,1,8,10,7,0.7790
different,0653_c014_00069205_0.jpg,0427_c003_00006705_0.jpg,0653,0427,1,2,10,4,0.9057
different,0653_c016_00068930_1.jpg,0096_c019_00026150_0.jpg,0653,0096,1,6,10,3,0.8942
different,0653_c013_00070795_0.jpg,0416_c012_00020455_0.jpg,0653,0416,1,2,10,4,0.8702
different,0653_c017_00070190_1.jpg,0196_c008_00077695_1.jpg,0653,0196,1,9,10,9,0.8402
different,0653_c014_00069210_0.jpg,0106_c017_00028655_0.jpg,0653,0106,1,6,10,3,0.8467
different,0653_c015_00069290_0.jpg,0288_c011_00029340_0.jpg,0653,0288,1,4,10,7,0.7645
different,0653_c014_00069210_0.jpg,0373_c003_00075995_0.jpg,0653,0373,1,2,10,7,0.8389
different,0653_c012_00070740_0.jpg,0143_c001_00072380_0.jpg,0653,0143,1,8,10,7,0.6643
different,0653_c015_00069290_0.jpg,0101_c016_00047280_0.jpg,0653,0101,1,6,10,3,0.8644
different,0653_c016_00068925_1.jpg,0130_c008_00058885_0.jpg,0653,0130,1,8,10,7,0.7013
different,0653_c016_00068930_1.jpg,0197_c019_00023660_0.jpg,0653,0197,1,4,10,5,0.6525
different,0653_c019_00070010_0.jpg,0420_c010_00064065_0.jpg,0653,0420,1,2,10,4,0.8823
different,0653_c014_00069225_0.jpg,0065_c012_00065140_0.jpg,0653,0065,1,7,10,3,0.7716
different,0653_c017_00070175_1.jpg,0380_c015_00067500_0.jpg,0653,0380,1,2,10,7,0.8065
different,0653_c013_00070800_0.jpg,0089_c007_00058940_0.jpg,0653,0089,1,6,10,3,0.7722
different,0653_c016_00068925_1.jpg,0391_c015_00035470_0.jpg,0653,0391,1,8,10,1,0.4863
different,0653_c016_00068920_1.jpg,0102_c012_00008770_0.jpg,0653,0102,1,6,10,3,0.8377
different,0653_c012_00070730_0.jpg,0005_c011_00076885_0.jpg,0653,0005,1,4,10,2,0.5908
different,0653_c016_00068935_1.jpg,0192_c004_00031650_0.jpg,0653,0192,1,2,10,5,0.5913
different,0653_c016_00068940_0.jpg,0306_c003_00016480_0.jpg,0653,0306,1,4,10,7,0.8205
different,0653_c012_00070710_1.jpg,0126_c013_00004090_0.jpg,0653,0126,1,8,10,7,0.5471
different,0653_c001_00072130_0.jpg,0421_c001_00064115_0.jpg,0653,0421,1,2,10,4,0.8138
different,0653_c012_00070710_1.jpg,0402_c017_00018525_0.jpg,0653,0402,1,8,10,1,0.2817
different,0653_c017_00070195_0.jpg,0294_c003_00060980_0.jpg,0653,0294,1,4,10,7,0.7587
different,0653_c019_00070030_0.jpg,0154_c012_00039660_1.jpg,0653,0154,1,8,10,5,0.6384
different,0653_c013_00070810_0.jpg,0300_c002_00081405_0.jpg,0653,0300,1,4,10,7,0.8602
different,0653_c016_00068925_1.jpg,0105_c016_00069685_0.jpg,0653,0105,1,6,10,3,0.9181
different,0653_c019_00070035_0.jpg,0086_c019_00080940_0.jpg,0653,0086,1,6,10,4,0.9301
different,0653_c019_00070010_0.jpg,0371_c017_00063965_0.jpg,0653,0371,1,2,10,7,0.7768
different,0653_c016_00068930_1.jpg,0388_c008_00071185_0.jpg,0653,0388,1,2,10,7,0.8314
different,0653_c019_00070010_0.jpg,0417_c003_00088720_0.jpg,0653,0417,1,2,10,4,0.7252
different,0653_c015_00069285_0.jpg,0166_c001_00038200_0.jpg,0653,0166,1,8,10,4,0.8017
different,0653_c019_00070035_0.jpg,0142_c014_00089510_0.jpg,0653,0142,1,8,10,7,0.6145
different,0653_c001_00072135_0.jpg,0006_c019_00023095_0.jpg,0653,0006,1,2,10,2,0.7050
different,0653_c013_00070790_0.jpg,0129_c015_00026710_1.jpg,0653,0129,1,8,10,7,0.6529
different,0653_c016_00068920_1.jpg,0122_c016_00039705_0.jpg,0653,0122,1,8,10,6,0.5394
different,0653_c017_00070190_1.jpg,0145_c014_00025435_0.jpg,0653,0145,1,8,10,7,0.6585
different,0653_c015_00069300_0.jpg,0174_c008_00072160_0.jpg,0653,0174,1,8,10,4,0.7513
different,0653_c013_00070790_0.jpg,0219_c019_00027275_0.jpg,0653,0219,1,4,10,5,0.5859
different,0653_c012_00070730_0.jpg,0066_c019_00058095_0.jpg,0653,0066,1,7,10,3,0.8387
different,0653_c013_00070815_0.jpg,0063_c016_00007580_0.jpg,0653,0063,1,4,10,4,0.9168
different,0653_c015_00069300_0.jpg,0218_c010_00066520_0.jpg,0653,0218,1,4,10,5,0.4772
different,0653_c014_00069220_0.jpg,0135_c011_00069365_0.jpg,0653,0135,1,8,10,7,0.6429
different,0653_c014_00069230_0.jpg,0002_c002_00030615_1.jpg,0653,0002,1,4,10,1,0.5887
different,0653_c017_00070200_0.jpg,0216_c014_00089385_0.jpg,0653,0216,1,4,10,5,0.4595
different,0653_c017_00070185_0.jpg,0368_c006_00064780_1.jpg,0653,0368,1,2,10,7,0.8260
different,0653_c016_00068925_1.jpg,0113_c002_00079160_1.jpg,0653,0113,1,6,10,3,0.7878
different,0653_c014_00069205_0.jpg,0446_c017_00007400_0.jpg,0653,0446,1,3,10,4,0.8091
different,0653_c015_00069305_0.jpg,0392_c013_00027635_0.jpg,0653,0392,1,8,10,1,0.4865
different,0653_c017_00070195_0.jpg,0295_c014_00036590_0.jpg,0653,0295,1,4,10,7,0.7817
different,0653_c012_00070710_1.jpg,0090_c004_00078390_0.jpg,0653,0090,1,6,10,3,0.8358
different,0653_c014_00069205_0.jpg,0108_c004_00077510_0.jpg,0653,0108,1,6,10,3,0.8118
different,0653_c001_00072120_0.jpg,0134_c004_00049235_0.jpg,0653,0134,1,8,10,7,0.7766
different,0653_c017_00070190_1.jpg,0207_c019_00009495_0.jpg,0653,0207,1,4,10,5,0.6118
different,0653_c013_00070795_0.jpg,0418_c013_00005995_0.jpg,0653,0418,1,2,10,4,0.7892
different,0653_c013_00070795_0.jpg,0205_c009_00056680_0.jpg,0653,0205,1,4,10,5,0.5898
different,0653_c001_00072125_0.jpg,0405_c012_00062905_0.jpg,0653,0405,1,8,10,1,0.5692
different,0653_c001_00072175_1.jpg,0110_c012_00007645_0.jpg,0653,0110,1,6,10,3,0.9251
different,0653_c019_00070035_0.jpg,0061_c010_00080115_0.jpg,0653,0061,1,6,10,7,0.8935
different,0653_c014_00069230_0.jpg,0104_c018_00022560_0.jpg,0653,0104,1,6,10,3,0.7053
different,0653_c019_00070015_0.jpg,0173_c019_00068435_0.jpg,0653,0173,1,8,10,4,0.8009
different,0653_c019_00070020_0.jpg,0398_c019_00044875_0.jpg,0653,0398,1,8,10,1,0.5861
different,0653_c015_00069300_0.jpg,0241_c001_00033470_0.jpg,0653,0241,1,3,10,8,0.6721
different,0653_c017_00070185_0.jpg,0281_c004_00030085_0.jpg,0653,0281,1,7,10,6,0.5855
different,0653_c013_00070795_0.jpg,0162_c009_00033030_0.jpg,0653,0162,1,8,10,4,0.8307
different,0653_c016_00068920_1.jpg,0132_c001_00019695_0.jpg,0653,0132,1,8,10,7,0.6039
different,0653_c019_00070015_0.jpg,0296_c014_00058465_0.jpg,0653,0296,1,9,10,7,0.8286
different,0653_c014_00069205_0.jpg,0262_c013_00013550_0.jpg,0653,0262,1,2,10,9,0.9331
different,0653_c015_00069310_0.jpg,0450_c008_00049800_0.jpg,0653,0450,1,3,10,4,0.8709
different,0653_c012_00070710_1.jpg,0172_c002_00079950_0.jpg,0653,0172,1,8,10,4,0.5326
different,0653_c019_00070030_0.jpg,0385_c014_00037525_0.jpg,0653,0385,1,2,10,7,0.8177
different,0653_c014_00069230_0.jpg,0273_c004_00036465_0.jpg,0653,0273,1,7,10,6,0.5256
different,0653_c019_00070010_0.jpg,0117_c015_00050785_0.jpg,0653,0117,1,6,10,4,0.8020
different,0653_c013_00070795_0.jpg,0369_c001_00034080_0.jpg,0653,0369,1,2,10,7,0.7688
different,0653_c001_00072120_0.jpg,0144_c017_00026180_0.jpg,0653,0144,1,8,10,7,0.7270
different,0653_c012_00070740_0.jpg,0151_c007_00087540_0.jpg,0653,0151,1,8,10,7,0.7827
different,0653_c001_00072135_0.jpg,0074_c015_00085805_0.jpg,0653,0074,1,6,10,4,0.8600
different,0653_c014_00069215_0.jpg,0299_c006_00076890_1.jpg,0653,0299,1,3,10,7,0.6810
different,0653_c012_00070690_1.jpg,0404_c019_00014920_0.jpg,0653,0404,1,8,10,1,0.3867
different,0489_c009_00084920_0.jpg,0588_c019_00061620_0.jpg,0489,0588,1,2,4,10,0.8515
different,0489_c003_00084715_0.jpg,0009_c013_00067835_0.jpg,0489,0009,1,2,4,3,0.9071
different,0489_c006_00076890_3.jpg,0365_c004_00034575_1.jpg,0489,0365,1,2,4,7,0.8557
different,0489_c008_00084945_0.jpg,0576_c001_00062700_0.jpg,0489,0576,1,2,4,10,0.9062
different,0489_c008_00084955_0.jpg,0240_c013_00046070_0.jpg,0489,0240,1,2,4,8,0.7076
